DOI,Publication Year
10.1016/j.ica.2019.01.031,2019
10.1016/j.ica.2019.03.012,2019
10.1016/j.ica.2019.03.033,2019
10.1016/j.ica.2019.03.034,2019
10.1016/j.ica.2019.04.020,2019
10.1016/j.ica.2019.04.026,2019
10.1016/j.ica.2019.04.042,2019
10.1016/j.ica.2019.04.047,2019
10.1016/j.ica.2019.05.002,2019
10.1016/j.ica.2019.05.005,2019
10.1016/j.ica.2019.118967,2019
10.1016/j.ica.2019.119024,2019
10.1016/j.ica.2019.119032,2019
10.1016/j.ica.2019.119034,2019
10.1016/j.ica.2019.119035,2019
10.1016/j.ica.2019.119036,2019
10.1016/j.ica.2019.119042,2019
10.1016/j.ica.2019.119076,2019
10.1016/j.ica.2019.119083,2019
10.1016/j.ica.2019.119096,2019
10.1016/j.ica.2019.119134,2019
10.1016/j.ica.2019.119166,2019
10.1016/j.ica.2019.119219,2020
10.1016/j.ica.2019.119229,2020
10.1016/j.ica.2019.119236,2020
10.1016/j.ica.2019.119240,2020
10.1016/j.ica.2019.119296,2020
10.1016/j.ica.2019.119304,2020
10.1016/j.ica.2019.119334,2020
10.1016/j.ica.2019.119343,2020
10.1016/j.ica.2019.119351,2020
10.1016/j.ica.2019.119352,2020
10.1016/j.ica.2019.119376,2020
10.1016/j.ica.2019.119406,2020
10.1016/j.ica.2020.119412,2020
10.1016/j.ica.2020.119500,2020
10.1016/j.ica.2020.119517,2020
10.1016/j.ica.2020.119540,2020
10.1016/j.ica.2020.119556,2020
10.1016/j.ica.2020.119563,2020
10.1016/j.ica.2020.119591,2020
10.1016/j.ica.2020.119593,2020
10.1016/j.ica.2020.119597,2020
10.1016/j.ica.2020.119600,2020
10.1016/j.ica.2020.119636,2020
10.1016/j.ica.2020.119739,2020
10.1016/j.ica.2020.119791,2020
10.1016/j.ica.2020.119802,2020
10.1016/j.ica.2020.119846,2020
10.1016/j.ica.2020.119852,2020
10.1016/j.ica.2020.119872,2020
10.1016/j.ica.2020.119877,2020
10.1016/j.ica.2020.119891,2020
10.1016/j.ica.2020.119930,2020
10.1016/j.ica.2020.119931,2020
10.1016/j.ica.2020.119987,2021
10.1016/j.ica.2020.119995,2021
10.1016/j.ica.2020.120011,2021
10.1016/j.ica.2020.120025,2021
10.1016/j.ica.2020.120035,2021
10.1016/j.ica.2020.120048,2021
10.1016/j.ica.2020.120063,2021
10.1016/j.ica.2020.120064,2021
10.1016/j.ica.2020.120132,2021
10.1016/j.ica.2020.120182,2021
10.1016/j.ica.2020.120193,2021
10.1016/j.ica.2020.120216,2021
10.1016/j.ica.2020.120235,2021
10.1016/j.ica.2021.120320,2021
10.1016/j.ica.2021.120346,2021
10.1016/j.ica.2021.120384,2021
10.1016/j.ica.2021.120462,2021
10.1016/j.ica.2021.120494,2021
10.1016/j.ica.2021.120505,2021
10.1016/j.ica.2021.120512,2021
10.1016/j.ica.2021.120540,2021
10.1016/j.ica.2021.120561,2021
10.1016/j.ica.2021.120596,2021
10.1016/j.ica.2021.120703,2022
10.1016/j.ica.2021.120712,2022
10.1016/j.ica.2021.120774,2022
10.1016/j.ica.2021.120784,2022
10.1016/j.ica.2021.120788,2022
10.1016/j.ica.2022.120853,2022
10.1016/j.ica.2022.120894,2022
10.1016/j.ica.2022.120923,2022
10.1016/j.ica.2022.120930,2022
10.1016/j.ica.2022.120979,2022
10.1016/j.ica.2022.120993,2022
10.1016/j.ica.2022.121026,2022
10.1016/j.ica.2022.121063,2022
10.1016/j.ica.2022.121064,2022
10.1016/j.ica.2022.121101,2022
10.1016/j.ica.2022.121102,2022
10.1016/j.ica.2022.121112,2022
10.1016/j.ica.2022.121125,2022
10.1016/j.ica.2022.121181,2022
10.1016/j.ica.2022.121204,2022
10.1016/j.ica.2022.121208,2023
10.1016/j.ica.2022.121227,2023
10.1016/j.ica.2022.121248,2023
10.1016/j.ica.2022.121297,2023
10.1016/j.ica.2022.121299,2023
10.1016/j.ica.2022.121317,2023
10.1016/j.ica.2023.121525,2023
10.1016/j.ica.2023.121546,2023
10.1016/j.ica.2023.121641,2023
10.1016/j.ica.2023.121710,2023
10.1016/j.ica.2023.121759,2023
10.1016/j.ica.2023.121801,2024
10.1016/j.ica.2023.121836,2024
10.1016/j.ica.2024.121964,2024
10.1016/j.ica.2024.121974,2024
10.1016/j.ica.2024.121978,2024
10.1016/j.ica.2024.121989,2024
10.1016/j.ica.2024.121993,2024
10.1016/j.ica.2024.121994,2024
10.1016/j.ica.2024.122002,2024
10.1016/j.ica.2024.122072,2024
10.1016/j.ica.2024.122073,2024
10.1016/j.ica.2024.122075,2024
10.1016/j.ica.2024.122132,2024
10.1016/j.ica.2024.122188,2024
10.1016/j.ica.2024.122224,2024
10.1016/j.ica.2024.122282,2024
10.1016/j.ica.2024.122288,2024
10.1016/j.ica.2024.122290,2024
10.1016/j.ica.2024.122297,2024
10.1016/j.ica.2024.122435,2025
10.1016/j.ica.2025.122592,2025
10.1016/j.ica.2025.122654,2025
10.1016/j.ica.2025.122695,2025
10.1016/j.ica.2025.122746,2025
10.1016/j.ica.2025.122799,2025
10.1016/j.ijbiomac.2021.04.092,2021
10.1016/j.ijbiomac.2021.09.033,2021
10.1016/j.ijbiomac.2023.123665,2023
10.1016/j.ijbiomac.2023.124426,2023
10.1016/j.ijbiomac.2023.124627,2023
10.1016/j.ijbiomac.2023.124806,2023
10.1016/j.ijbiomac.2023.126363,2023
10.1016/j.ijbiomac.2023.128187,2024
10.1016/j.ijbiomac.2023.128424,2024
10.1016/j.ijbiomac.2024.129854,2024
10.1016/j.ijbiomac.2024.130021,2024
10.1016/j.ijbiomac.2024.131584,2024
10.1016/j.ijbiomac.2024.134767,2024
10.1016/j.ijbiomac.2024.136526,2024
10.1016/j.ijbiomac.2024.136648,2024
10.1016/j.ijbiomac.2024.137689,2024
10.1016/j.ijbiomac.2024.137715,2024
10.1016/j.ijbiomac.2025.140027,2025
10.1016/j.ijhydene.2008.09.053,2008
10.1016/j.ijhydene.2008.11.048,2009
10.1016/j.ijhydene.2009.01.082,2009
10.1016/j.ijhydene.2010.04.066,2010
10.1016/j.ijhydene.2010.12.043,2011
10.1016/j.ijhydene.2011.03.109,2011
10.1016/j.ijhydene.2011.12.072,2012
10.1016/j.ijhydene.2012.04.105,2012
10.1016/j.ijhydene.2013.01.163,2013
10.1016/j.ijhydene.2013.02.040,2013
10.1016/j.ijhydene.2013.03.044,2013
10.1016/j.ijhydene.2013.10.087,2014
10.1016/j.ijhydene.2013.11.052,2014
10.1016/j.ijhydene.2014.06.019,2014
10.1016/j.ijhydene.2015.05.088,2015
10.1016/j.ijhydene.2015.06.109,2015
10.1016/j.ijhydene.2016.08.040,2016
10.1016/j.ijhydene.2016.08.153,2017
10.1016/j.ijhydene.2017.01.195,2017
10.1016/j.ijhydene.2017.02.192,2017
10.1016/j.ijhydene.2017.04.059,2017
10.1016/j.ijhydene.2017.09.081,2017
10.1016/j.ijhydene.2017.12.070,2018
10.1016/j.ijhydene.2018.02.089,2018
10.1016/j.ijhydene.2018.03.151,2019
10.1016/j.ijhydene.2018.06.106,2018
10.1016/j.ijhydene.2019.01.224,2019
10.1016/j.ijhydene.2019.05.083,2019
10.1016/j.ijhydene.2019.08.116,2019
10.1016/j.ijhydene.2019.10.230,2020
10.1016/j.ijhydene.2020.02.202,2020
10.1016/j.ijhydene.2020.05.223,2020
10.1016/j.ijhydene.2020.08.100,2020
10.1016/j.ijhydene.2020.10.014,2021
10.1016/j.ijhydene.2020.12.181,2021
10.1016/j.ijhydene.2021.01.114,2021
10.1016/j.ijhydene.2021.06.026,2021
10.1016/j.ijhydene.2021.09.191,2021
10.1016/j.ijhydene.2021.10.109,2022
10.1016/j.ijhydene.2022.04.120,2022
10.1016/j.ijhydene.2022.09.128,2022
10.1016/j.ijhydene.2022.09.166,2022
10.1016/j.ijhydene.2022.11.026,2023
10.1016/j.ijhydene.2022.12.254,2023
10.1016/j.ijhydene.2023.05.357,2023
10.1016/j.ijhydene.2023.06.298,2024
10.1016/j.ijhydene.2023.09.289,2024
10.1016/j.ijhydene.2024.06.126,2024
10.1016/j.ijhydene.2024.06.163,2024
10.1016/j.ijhydene.2024.06.416,2024
10.1016/j.ijhydene.2024.07.031,2024
10.1016/j.ijhydene.2024.07.248,2024
10.1016/j.ijhydene.2024.08.111,2024
10.1016/j.ijhydene.2024.08.163,2024
10.1016/j.ijhydene.2024.11.003,2024
10.1016/j.ijhydene.2025.03.326,2025
10.1016/j.ijhydene.2025.05.002,2025
10.1016/j.inoche.2003.10.022,2004
10.1016/j.inoche.2003.12.023,2004
10.1016/j.inoche.2004.02.006,2004
10.1016/j.inoche.2004.07.018,2004
10.1016/j.inoche.2004.11.005,2005
10.1016/j.inoche.2005.04.005,2005
10.1016/j.inoche.2005.08.013,2005
10.1016/j.inoche.2005.09.033,2006
10.1016/j.inoche.2005.10.032,2006
10.1016/j.inoche.2006.01.004,2006
10.1016/j.inoche.2006.01.022,2006
10.1016/j.inoche.2006.02.029,2006
10.1016/j.inoche.2006.03.014,2006
10.1016/j.inoche.2006.04.017,2006
10.1016/j.inoche.2006.07.021,2006
10.1016/j.inoche.2006.07.040,2006
10.1016/j.inoche.2006.07.041,2006
10.1016/j.inoche.2006.08.023,2007
10.1016/j.inoche.2006.09.009,2007
10.1016/j.inoche.2006.09.010,2007
10.1016/j.inoche.2006.09.011,2007
10.1016/j.inoche.2006.09.013,2007
10.1016/j.inoche.2006.10.010,2007
10.1016/j.inoche.2006.11.011,2007
10.1016/j.inoche.2006.11.021,2007
10.1016/j.inoche.2006.12.003,2007
10.1016/j.inoche.2006.12.020,2007
10.1016/j.inoche.2007.01.001,2007
10.1016/j.inoche.2007.02.010,2007
10.1016/j.inoche.2007.02.024,2007
10.1016/j.inoche.2007.02.025,2007
10.1016/j.inoche.2007.03.004,2007
10.1016/j.inoche.2007.04.017,2007
10.1016/j.inoche.2007.04.024,2007
10.1016/j.inoche.2007.05.025,2007
10.1016/j.inoche.2007.08.006,2007
10.1016/j.inoche.2007.08.016,2007
10.1016/j.inoche.2007.10.004,2007
10.1016/j.inoche.2007.11.008,2008
10.1016/j.inoche.2007.11.010,2008
10.1016/j.inoche.2007.11.021,2008
10.1016/j.inoche.2007.12.024,2008
10.1016/j.inoche.2007.12.028,2008
10.1016/j.inoche.2007.12.030,2008
10.1016/j.inoche.2007.12.031,2008
10.1016/j.inoche.2007.12.036,2008
10.1016/j.inoche.2008.02.018,2008
10.1016/j.inoche.2008.03.025,2008
10.1016/j.inoche.2008.03.026,2008
10.1016/j.inoche.2008.03.031,2008
10.1016/j.inoche.2008.04.002,2008
10.1016/j.inoche.2008.04.016,2008
10.1016/j.inoche.2008.04.019,2008
10.1016/j.inoche.2008.04.021,2008
10.1016/j.inoche.2008.04.028,2008
10.1016/j.inoche.2008.04.040,2008
10.1016/j.inoche.2008.04.043,2008
10.1016/j.inoche.2008.05.009,2008
10.1016/j.inoche.2008.05.010,2008
10.1016/j.inoche.2008.05.029,2008
10.1016/j.inoche.2008.05.031,2008
10.1016/j.inoche.2008.06.001,2008
10.1016/j.inoche.2008.06.019,2008
10.1016/j.inoche.2008.06.022,2008
10.1016/j.inoche.2008.06.023,2008
10.1016/j.inoche.2008.06.027,2008
10.1016/j.inoche.2008.07.001,2008
10.1016/j.inoche.2008.07.014,2008
10.1016/j.inoche.2008.07.018,2008
10.1016/j.inoche.2008.07.019,2008
10.1016/j.inoche.2008.07.020,2008
10.1016/j.inoche.2008.07.026,2008
10.1016/j.inoche.2008.09.010,2008
10.1016/j.inoche.2008.09.012,2008
10.1016/j.inoche.2008.09.013,2008
10.1016/j.inoche.2008.09.018,2008
10.1016/j.inoche.2008.10.005,2008
10.1016/j.inoche.2008.10.008,2008
10.1016/j.inoche.2008.11.006,2009
10.1016/j.inoche.2008.11.008,2009
10.1016/j.inoche.2008.11.017,2009
10.1016/j.inoche.2008.11.033,2009
10.1016/j.inoche.2008.12.002,2009
10.1016/j.inoche.2008.12.012,2009
10.1016/j.inoche.2009.02.002,2009
10.1016/j.inoche.2009.02.004,2009
10.1016/j.inoche.2009.02.027,2009
10.1016/j.inoche.2009.03.002,2009
10.1016/j.inoche.2009.04.010,2009
10.1016/j.inoche.2009.04.020,2009
10.1016/j.inoche.2009.04.028,2009
10.1016/j.inoche.2009.06.026,2009
10.1016/j.inoche.2009.06.029,2009
10.1016/j.inoche.2009.07.013,2009
10.1016/j.inoche.2009.07.020,2009
10.1016/j.inoche.2009.07.024,2009
10.1016/j.inoche.2009.07.025,2009
10.1016/j.inoche.2009.07.027,2009
10.1016/j.inoche.2009.07.028,2009
10.1016/j.inoche.2009.08.002,2009
10.1016/j.inoche.2009.08.009,2009
10.1016/j.inoche.2009.08.015,2009
10.1016/j.inoche.2009.08.030,2009
10.1016/j.inoche.2009.09.020,2009
10.1016/j.inoche.2009.09.026,2009
10.1016/j.inoche.2009.09.031,2009
10.1016/j.inoche.2009.09.033,2009
10.1016/j.inoche.2009.10.004,2010
10.1016/j.inoche.2009.10.007,2010
10.1016/j.inoche.2009.11.003,2010
10.1016/j.inoche.2009.11.008,2010
10.1016/j.inoche.2009.11.024,2010
10.1016/j.inoche.2009.12.003,2010
10.1016/j.inoche.2009.12.004,2010
10.1016/j.inoche.2009.12.008,2010
10.1016/j.inoche.2009.12.029,2010
10.1016/j.inoche.2009.12.030,2010
10.1016/j.inoche.2010.01.001,2010
10.1016/j.inoche.2010.01.013,2010
10.1016/j.inoche.2010.01.014,2010
10.1016/j.inoche.2010.01.016,2010
10.1016/j.inoche.2010.03.010,2010
10.1016/j.inoche.2010.03.013,2010
10.1016/j.inoche.2010.03.024,2010
10.1016/j.inoche.2010.03.037,2010
10.1016/j.inoche.2010.03.038,2010
10.1016/j.inoche.2010.03.041,2010
10.1016/j.inoche.2010.04.002,2010
10.1016/j.inoche.2010.04.026,2010
10.1016/j.inoche.2010.05.007,2010
10.1016/j.inoche.2010.06.006,2010
10.1016/j.inoche.2010.06.043,2010
10.1016/j.inoche.2010.06.046,2010
10.1016/j.inoche.2010.06.049,2010
10.1016/j.inoche.2010.07.010,2010
10.1016/j.inoche.2010.07.033,2010
10.1016/j.inoche.2010.07.034,2010
10.1016/j.inoche.2010.07.040,2010
10.1016/j.inoche.2010.07.041,2010
10.1016/j.inoche.2010.08.004,2010
10.1016/j.inoche.2010.08.021,2010
10.1016/j.inoche.2010.08.026,2010
10.1016/j.inoche.2010.09.023,2010
10.1016/j.inoche.2010.09.024,2011
10.1016/j.inoche.2010.09.046,2011
10.1016/j.inoche.2010.10.007,2011
10.1016/j.inoche.2010.10.012,2011
10.1016/j.inoche.2010.10.026,2011
10.1016/j.inoche.2010.11.016,2011
10.1016/j.inoche.2010.11.020,2011
10.1016/j.inoche.2010.11.027,2011
10.1016/j.inoche.2010.11.031,2011
10.1016/j.inoche.2010.12.001,2011
10.1016/j.inoche.2010.12.004,2011
10.1016/j.inoche.2010.12.006,2011
10.1016/j.inoche.2010.12.021,2011
10.1016/j.inoche.2010.12.028,2011
10.1016/j.inoche.2011.01.037,2011
10.1016/j.inoche.2011.01.040,2011
10.1016/j.inoche.2011.02.011,2011
10.1016/j.inoche.2011.02.020,2011
10.1016/j.inoche.2011.03.004,2011
10.1016/j.inoche.2011.03.005,2011
10.1016/j.inoche.2011.03.013,2011
10.1016/j.inoche.2011.03.018,2011
10.1016/j.inoche.2011.03.020,2011
10.1016/j.inoche.2011.03.032,2011
10.1016/j.inoche.2011.03.038,2011
10.1016/j.inoche.2011.03.040,2011
10.1016/j.inoche.2011.03.047,2011
10.1016/j.inoche.2011.03.050,2011
10.1016/j.inoche.2011.03.053,2011
10.1016/j.inoche.2011.03.055,2011
10.1016/j.inoche.2011.03.061,2011
10.1016/j.inoche.2011.03.072,2011
10.1016/j.inoche.2011.04.001,2011
10.1016/j.inoche.2011.04.003,2011
10.1016/j.inoche.2011.04.006,2011
10.1016/j.inoche.2011.04.012,2011
10.1016/j.inoche.2011.05.016,2011
10.1016/j.inoche.2011.05.031,2011
10.1016/j.inoche.2011.05.032,2011
10.1016/j.inoche.2011.05.043,2011
10.1016/j.inoche.2011.05.052,2011
10.1016/j.inoche.2011.06.008,2011
10.1016/j.inoche.2011.06.009,2011
10.1016/j.inoche.2011.06.019,2011
10.1016/j.inoche.2011.06.030,2011
10.1016/j.inoche.2011.07.009,2011
10.1016/j.inoche.2011.07.020,2011
10.1016/j.inoche.2011.08.011,2011
10.1016/j.inoche.2011.08.016,2011
10.1016/j.inoche.2011.08.027,2011
10.1016/j.inoche.2011.08.030,2011
10.1016/j.inoche.2011.09.004,2011
10.1016/j.inoche.2011.09.009,2011
10.1016/j.inoche.2011.09.010,2011
10.1016/j.inoche.2011.09.012,2011
10.1016/j.inoche.2011.09.019,2011
10.1016/j.inoche.2011.09.024,2011
10.1016/j.inoche.2011.09.029,2012
10.1016/j.inoche.2011.09.043,2012
10.1016/j.inoche.2011.10.008,2012
10.1016/j.inoche.2011.10.014,2012
10.1016/j.inoche.2011.10.038,2012
10.1016/j.inoche.2011.10.040,2012
10.1016/j.inoche.2011.11.004,2012
10.1016/j.inoche.2011.11.008,2012
10.1016/j.inoche.2011.11.015,2012
10.1016/j.inoche.2011.11.018,2012
10.1016/j.inoche.2011.11.030,2012
10.1016/j.inoche.2011.11.034,2012
10.1016/j.inoche.2011.12.002,2012
10.1016/j.inoche.2011.12.003,2012
10.1016/j.inoche.2011.12.004,2012
10.1016/j.inoche.2011.12.017,2012
10.1016/j.inoche.2011.12.037,2012
10.1016/j.inoche.2011.12.041,2012
10.1016/j.inoche.2011.12.045,2012
10.1016/j.inoche.2011.12.046,2012
10.1016/j.inoche.2011.12.048,2012
10.1016/j.inoche.2012.01.001,2012
10.1016/j.inoche.2012.01.019,2012
10.1016/j.inoche.2012.01.022,2012
10.1016/j.inoche.2012.01.032,2012
10.1016/j.inoche.2012.02.014,2012
10.1016/j.inoche.2012.02.031,2012
10.1016/j.inoche.2012.02.034,2012
10.1016/j.inoche.2012.03.017,2012
10.1016/j.inoche.2012.03.018,2012
10.1016/j.inoche.2012.03.021,2012
10.1016/j.inoche.2012.03.024,2012
10.1016/j.inoche.2012.03.025,2012
10.1016/j.inoche.2012.03.027,2012
10.1016/j.inoche.2012.03.032,2012
10.1016/j.inoche.2012.03.038,2012
10.1016/j.inoche.2012.04.012,2012
10.1016/j.inoche.2012.04.014,2012
10.1016/j.inoche.2012.04.026,2012
10.1016/j.inoche.2012.04.027,2012
10.1016/j.inoche.2012.04.032,2012
10.1016/j.inoche.2012.04.036,2012
10.1016/j.inoche.2012.04.037,2012
10.1016/j.inoche.2012.05.003,2012
10.1016/j.inoche.2012.05.009,2012
10.1016/j.inoche.2012.05.014,2012
10.1016/j.inoche.2012.05.026,2012
10.1016/j.inoche.2012.05.029,2012
10.1016/j.inoche.2012.05.033,2012
10.1016/j.inoche.2012.05.038,2012
10.1016/j.inoche.2012.05.042,2012
10.1016/j.inoche.2012.05.046,2012
10.1016/j.inoche.2012.06.004,2012
10.1016/j.inoche.2012.06.022,2012
10.1016/j.inoche.2012.06.024,2012
10.1016/j.inoche.2012.06.025,2012
10.1016/j.inoche.2012.07.005,2012
10.1016/j.inoche.2012.07.006,2012
10.1016/j.inoche.2012.07.010,2012
10.1016/j.inoche.2012.07.012,2012
10.1016/j.inoche.2012.07.013,2012
10.1016/j.inoche.2012.07.014,2012
10.1016/j.inoche.2012.07.016,2012
10.1016/j.inoche.2012.07.029,2012
10.1016/j.inoche.2012.07.043,2012
10.1016/j.inoche.2012.08.013,2012
10.1016/j.inoche.2012.08.015,2012
10.1016/j.inoche.2012.08.018,2012
10.1016/j.inoche.2012.08.020,2012
10.1016/j.inoche.2012.08.023,2012
10.1016/j.inoche.2012.09.003,2012
10.1016/j.inoche.2012.09.004,2012
10.1016/j.inoche.2012.09.005,2012
10.1016/j.inoche.2012.09.023,2012
10.1016/j.inoche.2012.10.005,2013
10.1016/j.inoche.2012.10.012,2013
10.1016/j.inoche.2012.10.031,2013
10.1016/j.inoche.2012.10.040,2013
10.1016/j.inoche.2012.11.006,2013
10.1016/j.inoche.2012.11.011,2013
10.1016/j.inoche.2012.11.012,2013
10.1016/j.inoche.2012.11.031,2013
10.1016/j.inoche.2012.11.035,2013
10.1016/j.inoche.2012.11.038,2013
10.1016/j.inoche.2012.12.015,2013
10.1016/j.inoche.2012.12.017,2013
10.1016/j.inoche.2012.12.019,2013
10.1016/j.inoche.2012.12.022,2013
10.1016/j.inoche.2012.12.027,2013
10.1016/j.inoche.2012.12.036,2013
10.1016/j.inoche.2012.12.037,2013
10.1016/j.inoche.2013.01.005,2013
10.1016/j.inoche.2013.01.023,2013
10.1016/j.inoche.2013.01.030,2013
10.1016/j.inoche.2013.02.001,2013
10.1016/j.inoche.2013.02.011,2013
10.1016/j.inoche.2013.03.003,2013
10.1016/j.inoche.2013.03.005,2013
10.1016/j.inoche.2013.03.016,2013
10.1016/j.inoche.2013.03.021,2013
10.1016/j.inoche.2013.03.034,2013
10.1016/j.inoche.2013.04.013,2013
10.1016/j.inoche.2013.04.019,2013
10.1016/j.inoche.2013.04.020,2013
10.1016/j.inoche.2013.04.033,2013
10.1016/j.inoche.2013.04.039,2013
10.1016/j.inoche.2013.05.003,2013
10.1016/j.inoche.2013.05.006,2013
10.1016/j.inoche.2013.05.014,2013
10.1016/j.inoche.2013.06.006,2013
10.1016/j.inoche.2013.06.022,2013
10.1016/j.inoche.2013.06.023,2013
10.1016/j.inoche.2013.06.026,2013
10.1016/j.inoche.2013.06.030,2013
10.1016/j.inoche.2013.06.034,2013
10.1016/j.inoche.2013.06.035,2013
10.1016/j.inoche.2013.06.042,2013
10.1016/j.inoche.2013.07.001,2013
10.1016/j.inoche.2013.07.008,2013
10.1016/j.inoche.2013.08.005,2013
10.1016/j.inoche.2013.08.012,2013
10.1016/j.inoche.2013.08.013,2013
10.1016/j.inoche.2013.08.018,2013
10.1016/j.inoche.2013.08.027,2013
10.1016/j.inoche.2013.08.031,2013
10.1016/j.inoche.2013.08.037,2013
10.1016/j.inoche.2013.09.005,2013
10.1016/j.inoche.2013.09.011,2013
10.1016/j.inoche.2013.09.014,2013
10.1016/j.inoche.2013.09.021,2013
10.1016/j.inoche.2013.09.030,2013
10.1016/j.inoche.2013.09.033,2013
10.1016/j.inoche.2013.09.047,2013
10.1016/j.inoche.2013.09.048,2013
10.1016/j.inoche.2013.09.058,2013
10.1016/j.inoche.2013.09.061,2013
10.1016/j.inoche.2013.09.076,2013
10.1016/j.inoche.2013.10.018,2013
10.1016/j.inoche.2013.10.020,2013
10.1016/j.inoche.2013.10.021,2013
10.1016/j.inoche.2013.11.005,2014
10.1016/j.inoche.2013.11.008,2014
10.1016/j.inoche.2013.11.011,2014
10.1016/j.inoche.2013.11.012,2014
10.1016/j.inoche.2013.11.016,2014
10.1016/j.inoche.2013.11.032,2014
10.1016/j.inoche.2013.11.035,2014
10.1016/j.inoche.2013.11.039,2014
10.1016/j.inoche.2013.11.043,2014
10.1016/j.inoche.2013.11.045,2014
10.1016/j.inoche.2014.01.004,2014
10.1016/j.inoche.2014.01.012,2014
10.1016/j.inoche.2014.01.017,2014
10.1016/j.inoche.2014.02.004,2014
10.1016/j.inoche.2014.02.015,2014
10.1016/j.inoche.2014.02.025,2014
10.1016/j.inoche.2014.02.043,2014
10.1016/j.inoche.2014.02.046,2014
10.1016/j.inoche.2014.02.051,2014
10.1016/j.inoche.2014.03.018,2014
10.1016/j.inoche.2014.03.026,2014
10.1016/j.inoche.2014.03.044,2014
10.1016/j.inoche.2014.04.025,2014
10.1016/j.inoche.2014.04.029,2014
10.1016/j.inoche.2014.04.037,2014
10.1016/j.inoche.2014.05.011,2014
10.1016/j.inoche.2014.05.014,2014
10.1016/j.inoche.2014.05.016,2014
10.1016/j.inoche.2014.05.019,2014
10.1016/j.inoche.2014.05.026,2014
10.1016/j.inoche.2014.05.039,2014
10.1016/j.inoche.2014.06.004,2014
10.1016/j.inoche.2014.06.010,2014
10.1016/j.inoche.2014.06.015,2014
10.1016/j.inoche.2014.06.016,2014
10.1016/j.inoche.2014.06.023,2014
10.1016/j.inoche.2014.07.014,2014
10.1016/j.inoche.2014.07.018,2014
10.1016/j.inoche.2014.07.025,2014
10.1016/j.inoche.2014.07.032,2014
10.1016/j.inoche.2014.07.036,2014
10.1016/j.inoche.2014.08.005,2014
10.1016/j.inoche.2014.08.007,2014
10.1016/j.inoche.2014.08.011,2014
10.1016/j.inoche.2014.08.012,2014
10.1016/j.inoche.2014.08.013,2014
10.1016/j.inoche.2014.08.015,2014
10.1016/j.inoche.2014.08.017,2014
10.1016/j.inoche.2014.08.022,2014
10.1016/j.inoche.2014.08.027,2014
10.1016/j.inoche.2014.08.034,2014
10.1016/j.inoche.2014.09.012,2014
10.1016/j.inoche.2014.09.029,2014
10.1016/j.inoche.2014.09.031,2014
10.1016/j.inoche.2014.09.036,2014
10.1016/j.inoche.2014.11.002,2015
10.1016/j.inoche.2014.11.017,2015
10.1016/j.inoche.2014.12.001,2015
10.1016/j.inoche.2014.12.007,2015
10.1016/j.inoche.2014.12.010,2015
10.1016/j.inoche.2015.01.006,2015
10.1016/j.inoche.2015.01.020,2015
10.1016/j.inoche.2015.01.022,2015
10.1016/j.inoche.2015.01.030,2015
10.1016/j.inoche.2015.02.005,2015
10.1016/j.inoche.2015.02.015,2015
10.1016/j.inoche.2015.02.021,2015
10.1016/j.inoche.2015.02.022,2015
10.1016/j.inoche.2015.03.005,2015
10.1016/j.inoche.2015.03.015,2015
10.1016/j.inoche.2015.03.019,2015
10.1016/j.inoche.2015.03.023,2015
10.1016/j.inoche.2015.03.024,2015
10.1016/j.inoche.2015.03.026,2015
10.1016/j.inoche.2015.03.028,2015
10.1016/j.inoche.2015.03.031,2015
10.1016/j.inoche.2015.04.002,2015
10.1016/j.inoche.2015.04.008,2015
10.1016/j.inoche.2015.04.011,2015
10.1016/j.inoche.2015.04.019,2015
10.1016/j.inoche.2015.05.003,2015
10.1016/j.inoche.2015.05.009,2015
10.1016/j.inoche.2015.05.012,2015
10.1016/j.inoche.2015.05.013,2015
10.1016/j.inoche.2015.05.016,2015
10.1016/j.inoche.2015.06.004,2015
10.1016/j.inoche.2015.06.013,2015
10.1016/j.inoche.2015.06.023,2015
10.1016/j.inoche.2015.06.028,2015
10.1016/j.inoche.2015.06.034,2015
10.1016/j.inoche.2015.06.036,2015
10.1016/j.inoche.2015.07.014,2015
10.1016/j.inoche.2015.07.018,2015
