DOI,Classification
10.1016/j.jssc.2012.10.003,Crystal engineering
10.1016/j.jssc.2012.10.028,Crystal engineering
10.1016/j.jssc.2012.12.030,Functional materials
10.1016/j.jssc.2013.01.029,Functional materials
10.1016/j.jssc.2013.02.009,Crystal engineering
10.1016/j.jssc.2013.02.020,Crystal engineering
10.1016/j.jssc.2013.02.033,Crystal engineering
10.1016/j.jssc.2013.03.043,Crystal engineering
10.1016/j.jssc.2013.03.055,Crystal engineering
10.1016/j.jssc.2013.05.034,Crystal engineering
10.1016/j.jssc.2013.06.008,Crystal engineering
10.1016/j.jssc.2013.06.018,Crystal engineering
10.1016/j.jssc.2013.06.021,Crystal engineering
10.1016/j.jssc.2013.07.013,Crystal engineering
10.1016/j.jssc.2013.07.034,Crystal engineering
10.1016/j.jssc.2013.08.024,Crystal engineering
10.1016/j.jssc.2013.08.026,Crystal engineering
10.1016/j.jssc.2013.08.029,Crystal engineering
10.1016/j.jssc.2013.09.004,Crystal engineering
10.1016/j.jssc.2013.10.004,Crystal engineering
10.1016/j.jssc.2013.10.005,Crystal engineering
10.1016/j.jssc.2013.10.022,Crystal engineering
10.1016/j.jssc.2013.11.008,Crystal engineering
10.1016/j.jssc.2013.11.027,Crystal engineering
10.1016/j.jssc.2013.12.001,Crystal engineering
10.1016/j.jssc.2013.12.005,Crystal engineering
10.1016/j.jssc.2014.01.018,Functional materials
10.1016/j.jssc.2014.01.026,Crystal engineering
10.1016/j.jssc.2014.01.028,Crystal engineering
10.1016/j.jssc.2014.03.005,Functional materials
10.1016/j.jssc.2014.03.022,Crystal engineering
10.1016/j.jssc.2014.04.016,Crystal engineering
10.1016/j.jssc.2014.04.017,Crystal engineering
10.1016/j.jssc.2014.04.026,Functional materials
10.1016/j.jssc.2014.05.010,Crystal engineering
10.1016/j.jssc.2014.05.011,Crystal engineering
10.1016/j.jssc.2014.05.022,Crystal engineering
10.1016/j.jssc.2014.06.003,Crystal engineering
10.1016/j.jssc.2014.06.015,Theory & modeling
10.1016/j.jssc.2014.06.017,Functional materials
10.1016/j.jssc.2014.06.025,Crystal engineering
10.1016/j.jssc.2014.06.029,Chemical synthesis
10.1016/j.jssc.2014.07.005,Crystal engineering
10.1016/j.jssc.2014.07.029,Crystal engineering
10.1016/j.jssc.2014.08.007,Crystal engineering
10.1016/j.jssc.2014.09.006,Crystal engineering
10.1016/j.jssc.2014.10.002,Crystal engineering
10.1016/j.jssc.2014.10.023,Theory & modeling
10.1016/j.jssc.2014.11.014,Functional materials
10.1016/j.jssc.2014.11.015,Crystal engineering
10.1016/j.jssc.2014.11.020,Functional materials
10.1016/j.jssc.2014.11.022,Crystal engineering
10.1016/j.jssc.2014.11.027,Crystal engineering
10.1016/j.jssc.2014.11.028,Functional materials
10.1016/j.jssc.2014.12.022,Crystal engineering
10.1016/j.jssc.2015.01.001,Chemical synthesis
10.1016/j.jssc.2015.01.002,Crystal engineering
10.1016/j.jssc.2015.01.032,Crystal engineering
10.1016/j.jssc.2015.02.024,Crystal engineering
10.1016/j.jssc.2015.03.020,Theory & modeling
10.1016/j.jssc.2015.03.035,Crystal engineering
10.1016/j.jssc.2015.03.036,Crystal engineering
10.1016/j.jssc.2015.04.001,Crystal engineering
10.1016/j.jssc.2015.04.021,Functional materials
10.1016/j.jssc.2015.04.026,Crystal engineering
10.1016/j.jssc.2015.04.041,Crystal engineering
10.1016/j.jssc.2015.05.008,Crystal engineering
10.1016/j.jssc.2015.05.018,Crystal engineering
10.1016/j.jssc.2015.06.034,Chemical synthesis
10.1016/j.jssc.2015.07.008,Crystal engineering
10.1016/j.jssc.2015.07.017,Crystal engineering
10.1016/j.jssc.2015.07.035,Chemical synthesis
10.1016/j.jssc.2015.08.006,Crystal engineering
10.1016/j.jssc.2015.08.021,Functional materials
10.1016/j.jssc.2015.08.022,Crystal engineering
10.1016/j.jssc.2015.08.025,Functional materials
10.1016/j.jssc.2015.08.030,Functional materials
10.1016/j.jssc.2015.08.036,Crystal engineering
10.1016/j.jssc.2015.08.037,Crystal engineering
10.1016/j.jssc.2015.08.049,Crystal engineering
10.1016/j.jssc.2015.09.027,Functional materials
10.1016/j.jssc.2015.09.034,Functional materials
10.1016/j.jssc.2015.09.036,Crystal engineering
10.1016/j.jssc.2015.10.033,Crystal engineering
10.1016/j.jssc.2015.10.034,Crystal engineering
10.1016/j.jssc.2015.11.002,Crystal engineering
10.1016/j.jssc.2015.11.019,Functional materials
10.1016/j.jssc.2015.11.020,Crystal engineering
10.1016/j.jssc.2015.11.025,Crystal engineering
10.1016/j.jssc.2015.11.034,Crystal engineering
10.1016/j.jssc.2015.12.009,Functional materials
10.1016/j.jssc.2016.02.018,Crystal engineering
10.1016/j.jssc.2016.02.038,Functional materials
10.1016/j.jssc.2016.03.028,Crystal engineering
10.1016/j.jssc.2016.03.034,Functional materials
10.1016/j.jssc.2016.03.043,Functional materials
10.1016/j.jssc.2016.04.001,Crystal engineering
10.1016/j.jssc.2016.05.005,Crystal engineering
10.1016/j.jssc.2016.05.023,Crystal engineering
10.1016/j.jssc.2016.05.034,Crystal engineering
10.1016/j.jssc.2016.06.001,Crystal engineering
10.1016/j.jssc.2016.06.017,Functional materials
10.1016/j.jssc.2016.06.021,Crystal engineering
10.1016/j.jssc.2016.07.031,Crystal engineering
10.1016/j.jssc.2016.08.001,Functional materials
10.1016/j.jssc.2016.09.008,Crystal engineering
10.1016/j.jssc.2016.09.009,Functional materials
10.1016/j.jssc.2016.09.018,Functional materials
10.1016/j.jssc.2016.09.025,Crystal engineering
10.1016/j.jssc.2016.09.033,Crystal engineering
10.1016/j.jssc.2016.10.009,Crystal engineering
10.1016/j.jssc.2016.10.015,Crystal engineering
10.1016/j.jssc.2016.10.019,Functional materials
10.1016/j.jssc.2016.10.023,Crystal engineering
10.1016/j.jssc.2016.10.030,Crystal engineering
10.1016/j.jssc.2016.11.005,Crystal engineering
10.1016/j.jssc.2016.11.030,Crystal engineering
10.1016/j.jssc.2016.12.006,Crystal engineering
10.1016/j.jssc.2017.01.012,Theory & modeling
10.1016/j.jssc.2017.01.020,Crystal engineering
10.1016/j.jssc.2017.01.027,Functional materials
10.1016/j.jssc.2017.02.018,Functional materials
10.1016/j.jssc.2017.02.028,Functional materials
10.1016/j.jssc.2017.03.010,Crystal engineering
10.1016/j.jssc.2017.03.014,Functional materials
10.1016/j.jssc.2017.04.018,Functional materials
10.1016/j.jssc.2017.04.026,Functional materials
10.1016/j.jssc.2017.04.033,Crystal engineering
10.1016/j.jssc.2017.04.039,Crystal engineering
10.1016/j.jssc.2017.05.009,Functional materials
10.1016/j.jssc.2017.05.010,Crystal engineering
10.1016/j.jssc.2017.05.011,Crystal engineering
10.1016/j.jssc.2017.05.023,Functional materials
10.1016/j.jssc.2017.05.041,Functional materials
10.1016/j.jssc.2017.07.018,Functional materials
10.1016/j.jssc.2017.07.019,Crystal engineering
10.1016/j.jssc.2017.07.020,Crystal engineering
10.1016/j.jssc.2017.07.027,Functional materials
10.1016/j.jssc.2017.07.031,Crystal engineering
10.1016/j.jssc.2017.07.032,Chemical synthesis
10.1016/j.jssc.2017.08.001,Crystal engineering
10.1016/j.jssc.2017.08.002,Functional materials
10.1016/j.jssc.2017.08.017,Crystal engineering
10.1016/j.jssc.2017.08.024,Crystal engineering
10.1016/j.jssc.2017.08.034,Functional materials
10.1016/j.jssc.2017.08.035,Functional materials
10.1016/j.jssc.2017.09.001,Crystal engineering
10.1016/j.jssc.2017.09.002,Functional materials
10.1016/j.jssc.2017.09.008,Crystal engineering
10.1016/j.jssc.2017.09.022,Functional materials
10.1016/j.jssc.2017.10.002,Crystal engineering
10.1016/j.jssc.2017.10.013,Chemical synthesis
10.1016/j.jssc.2017.10.017,Functional materials
10.1016/j.jssc.2017.10.020,Crystal engineering
10.1016/j.jssc.2017.10.027,Crystal engineering
10.1016/j.jssc.2017.10.035,Crystal engineering
10.1016/j.jssc.2017.11.013,Functional materials
10.1016/j.jssc.2017.11.023,Functional materials
10.1016/j.jssc.2017.12.005,Functional materials
10.1016/j.jssc.2017.12.007,Crystal engineering
10.1016/j.jssc.2017.12.012,Crystal engineering
10.1016/j.jssc.2017.12.028,Crystal engineering
10.1016/j.jssc.2017.12.033,Functional materials
10.1016/j.jssc.2017.12.034,Crystal engineering
10.1016/j.jssc.2018.01.009,Functional materials
10.1016/j.jssc.2018.01.024,Crystal engineering
10.1016/j.jssc.2018.02.005,Crystal engineering
10.1016/j.jssc.2018.02.007,Crystal engineering
10.1016/j.jssc.2018.02.012,Functional materials
10.1016/j.jssc.2018.03.018,Functional materials
10.1016/j.jssc.2018.04.008,Functional materials
10.1016/j.jssc.2018.04.016,Crystal engineering
10.1016/j.jssc.2018.04.021,Functional materials
10.1016/j.jssc.2018.04.030,Crystal engineering
10.1016/j.jssc.2018.04.036,Crystal engineering
10.1016/j.jssc.2018.05.010,Functional materials
10.1016/j.jssc.2018.05.034,Functional materials
10.1016/j.jssc.2018.06.008,Functional materials
10.1016/j.jssc.2018.06.026,Crystal engineering
10.1016/j.jssc.2018.07.030,Functional materials
10.1016/j.jssc.2018.08.017,Crystal engineering
10.1016/j.jssc.2018.09.003,Functional materials
10.1016/j.jssc.2018.09.004,Functional materials
10.1016/j.jssc.2018.09.007,Crystal engineering
10.1016/j.jssc.2018.09.014,Functional materials
10.1016/j.jssc.2018.09.019,Crystal engineering
10.1016/j.jssc.2018.09.029,Functional materials
10.1016/j.jssc.2018.09.031,Functional materials
10.1016/j.jssc.2018.09.032,Crystal engineering
10.1016/j.jssc.2018.09.040,Crystal engineering
10.1016/j.jssc.2018.10.017,Functional materials
10.1016/j.jssc.2018.10.044,Functional materials
10.1016/j.jssc.2018.10.046,Functional materials
10.1016/j.jssc.2018.11.027,Crystal engineering
10.1016/j.jssc.2018.12.002,Crystal engineering
10.1016/j.jssc.2018.12.009,Functional materials
10.1016/j.jssc.2018.12.049,Crystal engineering
10.1016/j.jssc.2019.01.007,Crystal engineering
10.1016/j.jssc.2019.01.013,Crystal engineering
10.1016/j.jssc.2019.02.011,Functional materials
10.1016/j.jssc.2019.02.041,Crystal engineering
10.1016/j.jssc.2019.02.043,Crystal engineering
10.1016/j.jssc.2019.03.011,Functional materials
10.1016/j.jssc.2019.03.038,Functional materials
10.1016/j.jssc.2019.03.052,Functional materials
10.1016/j.jssc.2019.04.016,Functional materials
10.1016/j.jssc.2019.04.018,Functional materials
10.1016/j.jssc.2019.04.021,Functional materials
10.1016/j.jssc.2019.05.008,Functional materials
10.1016/j.jssc.2019.05.025,Functional materials
10.1016/j.jssc.2019.05.044,Functional materials
10.1016/j.jssc.2019.06.001,Crystal engineering
10.1016/j.jssc.2019.06.036,Functional materials
10.1016/j.jssc.2019.07.003,Crystal engineering
10.1016/j.jssc.2019.07.008,Crystal engineering
10.1016/j.jssc.2019.07.012,Functional materials
10.1016/j.jssc.2019.07.034,Crystal engineering
10.1016/j.jssc.2019.07.046,Functional materials
10.1016/j.jssc.2019.120896,Crystal engineering
10.1016/j.jssc.2019.120900,Crystal engineering
10.1016/j.jssc.2019.120904,Crystal engineering
10.1016/j.jssc.2019.120908,Crystal engineering
10.1016/j.jssc.2019.120909,Functional materials
10.1016/j.jssc.2019.120913,Functional materials
10.1016/j.jssc.2019.120927,Functional materials
10.1016/j.jssc.2019.120929,Functional materials
10.1016/j.jssc.2019.120931,Crystal engineering
10.1016/j.jssc.2019.120950,Functional materials
10.1016/j.jssc.2019.120958,Crystal engineering
10.1016/j.jssc.2019.120967,Crystal engineering
10.1016/j.jssc.2019.120976,Functional materials
10.1016/j.jssc.2019.120987,Functional materials
10.1016/j.jssc.2019.120993,Functional materials
10.1016/j.jssc.2019.121026,Functional materials
10.1016/j.jssc.2019.121029,Functional materials
10.1016/j.jssc.2019.121030,Functional materials
10.1016/j.jssc.2019.121086,Functional materials
10.1016/j.jssc.2019.121123,Crystal engineering
10.1016/j.jssc.2019.121127,Chemical synthesis
10.1016/j.jssc.2019.121133,Crystal engineering
10.1016/j.jssc.2019.121137,Functional materials
10.1016/j.jssc.2020.121179,Functional materials
10.1016/j.jssc.2020.121180,Crystal engineering
10.1016/j.jssc.2020.121183,Functional materials
10.1016/j.jssc.2020.121218,Functional materials
10.1016/j.jssc.2020.121236,Crystal engineering
10.1016/j.jssc.2020.121251,Functional materials
10.1016/j.jssc.2020.121252,Crystal engineering
10.1016/j.jssc.2020.121257,Functional materials
10.1016/j.jssc.2020.121258,Functional materials
10.1016/j.jssc.2020.121321,Chemical synthesis
10.1016/j.jssc.2020.121322,Functional materials
10.1016/j.jssc.2020.121334,Functional materials
10.1016/j.jssc.2020.121336,Functional materials
10.1016/j.jssc.2020.121340,Functional materials
10.1016/j.jssc.2020.121342,Functional materials
10.1016/j.jssc.2020.121343,Crystal engineering
10.1016/j.jssc.2020.121404,Functional materials
10.1016/j.jssc.2020.121445,Functional materials
10.1016/j.jssc.2020.121493,Functional materials
10.1016/j.jssc.2020.121494,Functional materials
10.1016/j.jssc.2020.121497,Chemical synthesis
10.1016/j.jssc.2020.121524,Functional materials
10.1016/j.jssc.2020.121532,Functional materials
10.1016/j.jssc.2020.121549,Functional materials
10.1016/j.jssc.2020.121560,Crystal engineering
10.1016/j.jssc.2020.121573,Crystal engineering
10.1016/j.jssc.2020.121622,Functional materials
10.1016/j.jssc.2020.121639,Crystal engineering
10.1016/j.jssc.2020.121654,Crystal engineering
10.1016/j.jssc.2020.121670,Functional materials
10.1016/j.jssc.2020.121673,Functional materials
10.1016/j.jssc.2020.121694,Crystal engineering
10.1016/j.jssc.2020.121702,Crystal engineering
10.1016/j.jssc.2020.121706,Crystal engineering
10.1016/j.jssc.2020.121708,Crystal engineering
10.1016/j.jssc.2020.121721,Crystal engineering
10.1016/j.jssc.2020.121742,Crystal engineering
10.1016/j.jssc.2020.121771,Functional materials
10.1016/j.jssc.2020.121853,Functional materials
10.1016/j.jssc.2020.121860,Functional materials
10.1016/j.jssc.2020.121874,Functional materials
10.1016/j.jssc.2020.121890,Functional materials
10.1016/j.jssc.2020.121896,Crystal engineering
10.1016/j.jssc.2020.121916,Functional materials
10.1016/j.jssc.2021.121979,Functional materials
10.1016/j.jssc.2021.122100,Functional materials
10.1016/j.jssc.2021.122148,Functional materials
10.1016/j.jssc.2021.122151,Functional materials
10.1016/j.jssc.2021.122177,Functional materials
10.1016/j.jssc.2021.122278,Functional materials
10.1016/j.jssc.2021.122368,Crystal engineering
10.1016/j.jssc.2021.122374,Functional materials
10.1016/j.jssc.2021.122375,Crystal engineering
10.1016/j.jssc.2021.122379,Functional materials
10.1016/j.jssc.2021.122390,Crystal engineering
10.1016/j.jssc.2021.122437,Functional materials
10.1016/j.jssc.2021.122458,Crystal engineering
10.1016/j.jssc.2021.122476,Functional materials
10.1016/j.jssc.2021.122482,Crystal engineering
10.1016/j.jssc.2021.122525,Functional materials
10.1016/j.jssc.2021.122540,Crystal engineering
10.1016/j.jssc.2021.122541,Chemical synthesis
10.1016/j.jssc.2021.122547,Chemical synthesis
10.1016/j.jssc.2021.122554,Functional materials
10.1016/j.jssc.2021.122562,Functional materials
10.1016/j.jssc.2021.122636,Crystal engineering
10.1016/j.jssc.2021.122651,Chemical synthesis
10.1016/j.jssc.2021.122654,Functional materials
10.1016/j.jssc.2021.122660,Crystal engineering
10.1016/j.jssc.2021.122672,Functional materials
10.1016/j.jssc.2021.122691,Functional materials
10.1016/j.jssc.2021.122702,Crystal engineering
10.1016/j.jssc.2021.122747,Functional materials
10.1016/j.jssc.2021.122800,Chemical synthesis
10.1016/j.jssc.2021.122811,Functional materials
10.1016/j.jssc.2021.122863,Crystal engineering
10.1016/j.jssc.2021.122864,Chemical synthesis
10.1016/j.jssc.2021.122868,Functional materials
10.1016/j.jssc.2022.122907,Crystal engineering
10.1016/j.jssc.2022.122911,Functional materials
10.1016/j.jssc.2022.122946,Functional materials
10.1016/j.jssc.2022.122970,Functional materials
10.1016/j.jssc.2022.123001,Crystal engineering
10.1016/j.jssc.2022.123017,Functional materials
10.1016/j.jssc.2022.123079,Functional materials
10.1016/j.jssc.2022.123111,Functional materials
10.1016/j.jssc.2022.123144,Crystal engineering
10.1016/j.jssc.2022.123148,Crystal engineering
10.1016/j.jssc.2022.123154,Functional materials
10.1016/j.jssc.2022.123169,Functional materials
10.1016/j.jssc.2022.123183,Chemical synthesis
10.1016/j.jssc.2022.123201,Crystal engineering
10.1016/j.jssc.2022.123211,Functional materials
10.1016/j.jssc.2022.123229,Theory & modeling
10.1016/j.jssc.2022.123243,Functional materials
10.1016/j.jssc.2022.123260,Functional materials
10.1016/j.jssc.2022.123270,Functional materials
10.1016/j.jssc.2022.123306,Functional materials
10.1016/j.jssc.2022.123344,Crystal engineering
10.1016/j.jssc.2022.123348,Functional materials
10.1016/j.jssc.2022.123358,Crystal engineering
10.1016/j.jssc.2022.123400,Functional materials
10.1016/j.jssc.2022.123492,Functional materials
10.1016/j.jssc.2022.123520,Crystal engineering
10.1016/j.jssc.2022.123558,Functional materials
10.1016/j.jssc.2022.123601,Functional materials
10.1016/j.jssc.2022.123602,Functional materials
10.1016/j.jssc.2022.123610,Functional materials
10.1016/j.jssc.2022.123651,Crystal engineering
10.1016/j.jssc.2022.123713,Crystal engineering
10.1016/j.jssc.2022.123740,Functional materials
10.1016/j.jssc.2022.123797,Functional materials
10.1016/j.jssc.2022.123833,Functional materials
10.1016/j.jssc.2023.123849,Crystal engineering
10.1016/j.jssc.2023.123935,Functional materials
10.1016/j.jssc.2023.123942,Functional materials
10.1016/j.jssc.2023.123950,Functional materials
10.1016/j.jssc.2023.123970,Functional materials
10.1016/j.jssc.2023.123979,Functional materials
10.1016/j.jssc.2023.123984,Functional materials
10.1016/j.jssc.2023.124010,Chemical synthesis
10.1016/j.jssc.2023.124050,Functional materials
10.1016/j.jssc.2023.124066,Functional materials
10.1016/j.jssc.2023.124080,Functional materials
10.1016/j.jssc.2023.124173,Functional materials
10.1016/j.jssc.2023.124186,Functional materials
10.1016/j.jssc.2023.124270,Functional materials
10.1016/j.jssc.2023.124337,Functional materials
10.1016/j.jssc.2023.124438,Functional materials
10.1016/j.jssc.2023.124485,Functional materials
10.1016/j.jssc.2023.124491,Functional materials
