DOI,Publisher,DOI Link,Classification
10.1039/c4ra03077j,publisher_R,https://doi.org/10.1039/c4ra03077j,Crystal engineering
10.1021/cg101494t,publisher_A,https://doi.org/10.1021/cg101494t,Crystal engineering
10.1002/ejic.200501155,publisher_W,https://doi.org/10.1002/ejic.200501155,Crystal engineering
10.1002/zaac.200700073,publisher_W,https://doi.org/10.1002/zaac.200700073,Crystal engineering
10.1039/b909754f,publisher_R,https://doi.org/10.1039/b909754f,Crystal engineering
10.1039/c1ce05208j,publisher_R,https://doi.org/10.1039/c1ce05208j,Crystal engineering
10.1002/jccs.201900257,publisher_W,https://doi.org/10.1002/jccs.201900257,Functional materials
10.1002/zaac.201300240,publisher_W,https://doi.org/10.1002/zaac.201300240,Crystal engineering
10.1039/c5ra04559b,publisher_R,https://doi.org/10.1039/c5ra04559b,Crystal engineering
10.1039/b806360e,publisher_R,https://doi.org/10.1039/b806360e,Crystal engineering
10.1039/c0ce00950d,publisher_R,https://doi.org/10.1039/c0ce00950d,Crystal engineering
10.1002/ejic.200300876,publisher_W,https://doi.org/10.1002/ejic.200300876,Crystal engineering
10.1002/zaac.201400256,publisher_W,https://doi.org/10.1002/zaac.201400256,Functional materials
10.1039/c3ce40946e,publisher_R,https://doi.org/10.1039/c3ce40946e,Functional materials
10.1039/b800255j,publisher_R,https://doi.org/10.1039/b800255j,Chemical synthesis
10.1039/b209491f,publisher_R,https://doi.org/10.1039/b209491f,Crystal engineering
10.1002/zaac.201300686,publisher_W,https://doi.org/10.1002/zaac.201300686,Chemical synthesis
10.1134/S107032841202008X,publisher_S,https://doi.org/10.1134/S107032841202008X,Crystal engineering
10.1134/S1070328411020047,publisher_S,https://doi.org/10.1134/S1070328411020047,Crystal engineering
10.1039/b005438k,publisher_R,https://doi.org/10.1039/b005438k,Crystal engineering
10.1039/c5dt03658e,publisher_R,https://doi.org/10.1039/c5dt03658e,Crystal engineering
10.1021/cm051829l,publisher_A,https://doi.org/10.1021/cm051829l,Crystal engineering
10.1002/cjoc.200890387,publisher_W,https://doi.org/10.1002/cjoc.200890387,Crystal engineering
10.1021/ic051992i,publisher_A,https://doi.org/10.1021/ic051992i,Crystal engineering
10.1002/cjoc.200690141,publisher_W,https://doi.org/10.1002/cjoc.200690141,Chemical synthesis
10.1002/zaac.201300253,publisher_W,https://doi.org/10.1002/zaac.201300253,Crystal engineering
10.1021/cg9006229,publisher_A,https://doi.org/10.1021/cg9006229,Crystal engineering
10.1039/b100921o,publisher_R,https://doi.org/10.1039/b100921o,Chemical synthesis
10.1002/zaac.200800259,publisher_W,https://doi.org/10.1002/zaac.200800259,Chemical synthesis
10.1039/a708520f,publisher_R,https://doi.org/10.1039/a708520f,Chemical synthesis
10.1002/zaac.201200003,publisher_W,https://doi.org/10.1002/zaac.201200003,Crystal engineering
10.1039/c5ra23132a,publisher_R,https://doi.org/10.1039/c5ra23132a,Functional materials
10.1021/cg700758c,publisher_A,https://doi.org/10.1021/cg700758c,Chemical synthesis
10.1021/cg049701o,publisher_A,https://doi.org/10.1021/cg049701o,Crystal engineering
10.1002/cjoc.200890175,publisher_W,https://doi.org/10.1002/cjoc.200890175,Crystal engineering
10.1039/c3ce40099a,publisher_R,https://doi.org/10.1039/c3ce40099a,Crystal engineering
10.1039/c0dt00579g,publisher_R,https://doi.org/10.1039/c0dt00579g,Crystal engineering
10.1039/c2dt30277b,publisher_R,https://doi.org/10.1039/c2dt30277b,Crystal engineering
10.1002/zaac.201200473,publisher_W,https://doi.org/10.1002/zaac.201200473,Crystal engineering
10.1007/s11224-011-9870-4,publisher_S,https://doi.org/10.1007/s11224-011-9870-4,Crystal engineering
10.1002/cjoc.200890291,publisher_W,https://doi.org/10.1002/cjoc.200890291,Crystal engineering
10.1002/zaac.201400398,publisher_W,https://doi.org/10.1002/zaac.201400398,Crystal engineering
10.1021/ic700790h,publisher_A,https://doi.org/10.1021/ic700790h,Functional materials
10.1039/c4dt00456f,publisher_R,https://doi.org/10.1039/c4dt00456f,Crystal engineering
10.1002/chem.201405178,publisher_W,https://doi.org/10.1002/chem.201405178,Crystal engineering
10.1002/zaac.201200325,publisher_W,https://doi.org/10.1002/zaac.201200325,Crystal engineering
10.1021/ic701721t,publisher_A,https://doi.org/10.1021/ic701721t,Crystal engineering
10.1021/ic801221r,publisher_A,https://doi.org/10.1021/ic801221r,Crystal engineering
10.1021/jacs.9b04915,publisher_A,https://doi.org/10.1021/jacs.9b04915,Functional materials
10.1039/d0dt00870b,publisher_R,https://doi.org/10.1039/d0dt00870b,Functional materials
10.1039/c2cc37453f,publisher_R,https://doi.org/10.1039/c2cc37453f,Functional materials
10.1039/d2sc04783g,publisher_R,https://doi.org/10.1039/d2sc04783g,Theory & modeling
10.1039/d2dt03446h,publisher_R,https://doi.org/10.1039/d2dt03446h,Functional materials
10.1021/acsmaterialslett.1c00754,publisher_A,https://doi.org/10.1021/acsmaterialslett.1c00754,Crystal engineering
10.1039/d4ra07458k,publisher_R,https://doi.org/10.1039/d4ra07458k,Functional materials
10.1039/d4dt02609h,publisher_R,https://doi.org/10.1039/d4dt02609h,Crystal engineering
10.1021/cm9014749,publisher_A,https://doi.org/10.1021/cm9014749,Functional materials
10.1039/c9cc02038a,publisher_R,https://doi.org/10.1039/c9cc02038a,Functional materials
10.1021/jacs.1c10973,publisher_A,https://doi.org/10.1021/jacs.1c10973,Functional materials
10.1021/acsami.6b11775,publisher_A,https://doi.org/10.1021/acsami.6b11775,Chemical synthesis
10.1039/c4cc09986a,publisher_R,https://doi.org/10.1039/c4cc09986a,Chemical synthesis
10.1002/aoc.5470,publisher_W,https://doi.org/10.1002/aoc.5470,Functional materials
10.1002/cjoc.202300677,publisher_W,https://doi.org/10.1002/cjoc.202300677,Functional materials
10.1021/acs.cgd.0c00740,publisher_A,https://doi.org/10.1021/acs.cgd.0c00740,Chemical synthesis
10.1002/cphc.201800526,publisher_W,https://doi.org/10.1002/cphc.201800526,Functional materials
10.1021/acsaem.3c02018,publisher_A,https://doi.org/10.1021/acsaem.3c02018,Theory & modeling
10.1021/ja310173e,publisher_A,https://doi.org/10.1021/ja310173e,Theory & modeling
10.1039/c8ce00050f,publisher_R,https://doi.org/10.1039/c8ce00050f,Functional materials
10.1039/d3nj03772j,publisher_R,https://doi.org/10.1039/d3nj03772j,Functional materials
10.1021/ja076877g,publisher_A,https://doi.org/10.1021/ja076877g,Functional materials
10.1002/ejic.201601239,publisher_W,https://doi.org/10.1002/ejic.201601239,Functional materials
10.1002/chem.201406119,publisher_W,https://doi.org/10.1002/chem.201406119,Crystal engineering
10.1021/acsami.2c03607,publisher_A,https://doi.org/10.1021/acsami.2c03607,Functional materials
10.1039/c9tc00067d,publisher_R,https://doi.org/10.1039/c9tc00067d,Functional materials
10.1039/c8cc04326d,publisher_R,https://doi.org/10.1039/c8cc04326d,Functional materials
10.1039/d2cc02639b,publisher_R,https://doi.org/10.1039/d2cc02639b,Functional materials
10.1039/d3ce00228d,publisher_R,https://doi.org/10.1039/d3ce00228d,Functional materials
10.1039/d3ra01571h,publisher_R,https://doi.org/10.1039/d3ra01571h,Functional materials
10.1039/c3ce00017f,publisher_R,https://doi.org/10.1039/c3ce00017f,Crystal engineering
10.1002/ejic.201500133,publisher_W,https://doi.org/10.1002/ejic.201500133,Functional materials
10.1039/c5cc08450d,publisher_R,https://doi.org/10.1039/c5cc08450d,Chemical synthesis
10.1557/s43579-022-00170-z,publisher_S,https://doi.org/10.1557/s43579-022-00170-z,Functional materials
10.1039/c9gc00783k,publisher_R,https://doi.org/10.1039/c9gc00783k,Functional materials
10.1002/aoc.6777,publisher_W,https://doi.org/10.1002/aoc.6777,Functional materials
10.1039/c8dt03196g,publisher_R,https://doi.org/10.1039/c8dt03196g,Functional materials
10.1039/c9me00176j,publisher_R,https://doi.org/10.1039/c9me00176j,Functional materials
10.1039/c1cc15589j,publisher_R,https://doi.org/10.1039/c1cc15589j,Functional materials
10.1021/ic5017092,publisher_A,https://doi.org/10.1021/ic5017092,Crystal engineering
10.1021/acs.cgd.7b00119,publisher_A,https://doi.org/10.1021/acs.cgd.7b00119,Functional materials
10.1021/acs.cgd.8b00575,publisher_A,https://doi.org/10.1021/acs.cgd.8b00575,Functional materials
10.1021/acsami.1c05972,publisher_A,https://doi.org/10.1021/acsami.1c05972,Functional materials
10.1039/c6sc01477a,publisher_R,https://doi.org/10.1039/c6sc01477a,Crystal engineering
10.1039/c0ce00135j,publisher_R,https://doi.org/10.1039/c0ce00135j,Functional materials
10.1002/jctb.5274,publisher_W,https://doi.org/10.1002/jctb.5274,Functional materials
10.1039/d1ce00888a,publisher_R,https://doi.org/10.1039/d1ce00888a,Functional materials
10.1021/jacs.5c07158,publisher_A,https://doi.org/10.1021/jacs.5c07158,Functional materials
10.1002/smll.202101455,publisher_W,https://doi.org/10.1002/smll.202101455,Chemical synthesis
10.1002/aoc.6769,publisher_W,https://doi.org/10.1002/aoc.6769,Functional materials
10.1021/ic402514n,publisher_A,https://doi.org/10.1021/ic402514n,Chemical synthesis
10.1002/chem.201806146,publisher_W,https://doi.org/10.1002/chem.201806146,Functional materials
10.1039/c5nr00257e,publisher_R,https://doi.org/10.1039/c5nr00257e,Chemical synthesis
10.1002/asia.201701189,publisher_W,https://doi.org/10.1002/asia.201701189,Functional materials
10.1021/acs.langmuir.2c01967,publisher_A,https://doi.org/10.1021/acs.langmuir.2c01967,Functional materials
10.1039/c4ce02204a,publisher_R,https://doi.org/10.1039/c4ce02204a,Crystal engineering
10.1039/c7dt02356a,publisher_R,https://doi.org/10.1039/c7dt02356a,Functional materials
10.1021/acs.jpclett.3c02003,publisher_A,https://doi.org/10.1021/acs.jpclett.3c02003,Functional materials
10.1039/d3ta02229c,publisher_R,https://doi.org/10.1039/d3ta02229c,Functional materials
10.1039/c2ce26720a,publisher_R,https://doi.org/10.1039/c2ce26720a,Crystal engineering
10.1021/acs.inorgchem.9b02517,publisher_A,https://doi.org/10.1021/acs.inorgchem.9b02517,Functional materials
10.1021/acs.langmuir.3c00879,publisher_A,https://doi.org/10.1021/acs.langmuir.3c00879,Functional materials
10.1039/c6ta04927c,publisher_R,https://doi.org/10.1039/c6ta04927c,Chemical synthesis
10.1021/acs.inorgchem.9b02999,publisher_A,https://doi.org/10.1021/acs.inorgchem.9b02999,Functional materials
10.1134/S0036023622700097,publisher_S,https://doi.org/10.1134/S0036023622700097,Functional materials
10.1039/b009542g,publisher_R,https://doi.org/10.1039/b009542g,Chemical synthesis
10.1021/acs.inorgchem.4c03067,publisher_A,https://doi.org/10.1021/acs.inorgchem.4c03067,Functional materials
10.1021/cm300439e,publisher_A,https://doi.org/10.1021/cm300439e,Chemical synthesis
10.1039/c5ta00030k,publisher_R,https://doi.org/10.1039/c5ta00030k,Chemical synthesis
10.1002/smll.202005357,publisher_W,https://doi.org/10.1002/smll.202005357,Functional materials
10.1039/c9ra09968a,publisher_R,https://doi.org/10.1039/c9ra09968a,Crystal engineering
10.1039/c3ce41143e,publisher_R,https://doi.org/10.1039/c3ce41143e,Crystal engineering
10.1039/c4nj01506a,publisher_R,https://doi.org/10.1039/c4nj01506a,Crystal engineering
10.1039/c1cp22855b,publisher_R,https://doi.org/10.1039/c1cp22855b,Crystal engineering
10.1021/ic302411r,publisher_A,https://doi.org/10.1021/ic302411r,Functional materials
10.1021/acsmaterialslett.2c00820,publisher_A,https://doi.org/10.1021/acsmaterialslett.2c00820,Functional materials
10.1039/c5ra25465e,publisher_R,https://doi.org/10.1039/c5ra25465e,Functional materials
10.1007/s10854-020-03248-3,publisher_S,https://doi.org/10.1007/s10854-020-03248-3,Functional materials
10.1039/c2cc17190b,publisher_R,https://doi.org/10.1039/c2cc17190b,Chemical synthesis
10.1021/acsami.9b21122,publisher_A,https://doi.org/10.1021/acsami.9b21122,Functional materials
10.1021/acs.inorgchem.2c01398,publisher_A,https://doi.org/10.1021/acs.inorgchem.2c01398,Functional materials
10.1021/acs.inorgchem.4c03337,publisher_A,https://doi.org/10.1021/acs.inorgchem.4c03337,Chemical synthesis
10.1039/c5ra05950j,publisher_R,https://doi.org/10.1039/c5ra05950j,Functional materials
10.1039/c7sc04269h,publisher_R,https://doi.org/10.1039/c7sc04269h,Functional materials
10.1039/c7qi00437k,publisher_R,https://doi.org/10.1039/c7qi00437k,Functional materials
10.1039/c3dt53191k,publisher_R,https://doi.org/10.1039/c3dt53191k,Functional materials
10.1002/ejic.201100213,publisher_W,https://doi.org/10.1002/ejic.201100213,Crystal engineering
10.1021/acscatal.6b02614,publisher_A,https://doi.org/10.1021/acscatal.6b02614,Functional materials
10.1002/ppsc.202000185,publisher_W,https://doi.org/10.1002/ppsc.202000185,Functional materials
10.1039/c9fd00137a,publisher_R,https://doi.org/10.1039/c9fd00137a,Crystal engineering
10.1007/s11581-021-03987-1,publisher_S,https://doi.org/10.1007/s11581-021-03987-1,Functional materials
10.1021/acs.inorgchem.6b02883,publisher_A,https://doi.org/10.1021/acs.inorgchem.6b02883,Functional materials
10.1039/c3ta11548h,publisher_R,https://doi.org/10.1039/c3ta11548h,Functional materials
10.1039/d0dt02642e,publisher_R,https://doi.org/10.1039/d0dt02642e,Functional materials
10.1039/b509746k,publisher_R,https://doi.org/10.1039/b509746k,Crystal engineering
10.1021/acs.inorgchem.9b01128,publisher_A,https://doi.org/10.1021/acs.inorgchem.9b01128,Crystal engineering
10.1039/c1dt10901d,publisher_R,https://doi.org/10.1039/c1dt10901d,Functional materials
10.1021/ic060074x,publisher_A,https://doi.org/10.1021/ic060074x,Functional materials
10.1021/cg5007499,publisher_A,https://doi.org/10.1021/cg5007499,Crystal engineering
10.1039/c3ce41123k,publisher_R,https://doi.org/10.1039/c3ce41123k,Functional materials
10.1039/b817972g,publisher_R,https://doi.org/10.1039/b817972g,Crystal engineering
10.1021/acs.cgd.6b01538,publisher_A,https://doi.org/10.1021/acs.cgd.6b01538,Functional materials
10.1021/acsami.1c09074,publisher_A,https://doi.org/10.1021/acsami.1c09074,Crystal engineering
10.1039/d3ra01175e,publisher_R,https://doi.org/10.1039/d3ra01175e,Functional materials
10.1002/anie.202013885,publisher_W,https://doi.org/10.1002/anie.202013885,Crystal engineering
10.1039/b402715a,publisher_R,https://doi.org/10.1039/b402715a,Functional materials
10.1007/s11164-016-2676-7,publisher_S,https://doi.org/10.1007/s11164-016-2676-7,Functional materials
10.1021/ic060004q,publisher_A,https://doi.org/10.1021/ic060004q,Crystal engineering
10.1021/acs.cgd.5b01716,publisher_A,https://doi.org/10.1021/acs.cgd.5b01716,Chemical synthesis
10.1021/acs.cgd.6b01054,publisher_A,https://doi.org/10.1021/acs.cgd.6b01054,Crystal engineering
10.1021/ic050644d,publisher_A,https://doi.org/10.1021/ic050644d,Crystal engineering
10.1002/zaac.200600273,publisher_W,https://doi.org/10.1002/zaac.200600273,Crystal engineering
10.1039/d0dt00387e,publisher_R,https://doi.org/10.1039/d0dt00387e,Crystal engineering
10.1021/acs.chemmater.2c01481,publisher_A,https://doi.org/10.1021/acs.chemmater.2c01481,Crystal engineering
10.1021/acsami.1c04785,publisher_A,https://doi.org/10.1021/acsami.1c04785,Functional materials
10.1134/S1070328417100086,publisher_S,https://doi.org/10.1134/S1070328417100086,Crystal engineering
10.1021/ic100928t,publisher_A,https://doi.org/10.1021/ic100928t,Crystal engineering
10.1039/d0tc00736f,publisher_R,https://doi.org/10.1039/d0tc00736f,Functional materials
10.1002/adma.202210613,publisher_W,https://doi.org/10.1002/adma.202210613,Chemical synthesis
10.1021/acs.inorgchem.0c00991,publisher_A,https://doi.org/10.1021/acs.inorgchem.0c00991,Crystal engineering
10.1021/acs.cgd.5c00040,publisher_A,https://doi.org/10.1021/acs.cgd.5c00040,Crystal engineering
10.1021/acs.jpcc.7b11012,publisher_A,https://doi.org/10.1021/acs.jpcc.7b11012,Crystal engineering
10.1039/c0dt01024c,publisher_R,https://doi.org/10.1039/c0dt01024c,Crystal engineering
10.1002/ejic.2003.00594,publisher_W,https://doi.org/10.1002/ejic.2003.00594,Crystal engineering
10.1039/b717376h,publisher_R,https://doi.org/10.1039/b717376h,Crystal engineering
10.1021/acs.cgd.5b01594,publisher_A,https://doi.org/10.1021/acs.cgd.5b01594,Crystal engineering
10.1021/cg301096d,publisher_A,https://doi.org/10.1021/cg301096d,Crystal engineering
10.1039/c1ra00164g,publisher_R,https://doi.org/10.1039/c1ra00164g,Crystal engineering
10.1039/c4ce01095g,publisher_R,https://doi.org/10.1039/c4ce01095g,Chemical synthesis
10.1002/ejic.201701474,publisher_W,https://doi.org/10.1002/ejic.201701474,Functional materials
10.1021/acscatal.0c00591,publisher_A,https://doi.org/10.1021/acscatal.0c00591,Functional materials
10.1021/acs.chemmater.5b00614,publisher_A,https://doi.org/10.1021/acs.chemmater.5b00614,Crystal engineering
10.1021/acs.cgd.5b01509,publisher_A,https://doi.org/10.1021/acs.cgd.5b01509,Crystal engineering
10.1039/c9ta00825j,publisher_R,https://doi.org/10.1039/c9ta00825j,Functional materials
10.1002/ejic.202200646,publisher_W,https://doi.org/10.1002/ejic.202200646,Functional materials
10.1002/cctc.202200994,publisher_W,https://doi.org/10.1002/cctc.202200994,Functional materials
10.1002/anie.201508763,publisher_W,https://doi.org/10.1002/anie.201508763,Crystal engineering
10.1002/slct.202304855,publisher_W,https://doi.org/10.1002/slct.202304855,Functional materials
10.1021/cg900349c,publisher_A,https://doi.org/10.1021/cg900349c,Functional materials
10.1002/anie.202303903,publisher_W,https://doi.org/10.1002/anie.202303903,Functional materials
10.1002/admi.202100586,publisher_W,https://doi.org/10.1002/admi.202100586,Functional materials
10.1039/c5dt01151e,publisher_R,https://doi.org/10.1039/c5dt01151e,Crystal engineering
10.1039/c3qi00093a,publisher_R,https://doi.org/10.1039/c3qi00093a,Chemical synthesis
10.1021/acs.chemmater.3c01112,publisher_A,https://doi.org/10.1021/acs.chemmater.3c01112,Functional materials
10.1021/acs.inorgchem.2c01294,publisher_A,https://doi.org/10.1021/acs.inorgchem.2c01294,Crystal engineering
10.1021/acs.inorgchem.4c00217,publisher_A,https://doi.org/10.1021/acs.inorgchem.4c00217,Functional materials
10.1039/c4dt02714k,publisher_R,https://doi.org/10.1039/c4dt02714k,Functional materials
10.1021/acs.inorgchem.8b03148,publisher_A,https://doi.org/10.1021/acs.inorgchem.8b03148,Crystal engineering
10.1039/b909683c,publisher_R,https://doi.org/10.1039/b909683c,Crystal engineering
10.1039/c8ta07349j,publisher_R,https://doi.org/10.1039/c8ta07349j,Functional materials
