doi,main_pdf,si_pdf,raw_output,parsed_json,article_trial_or_failure,article_trial_or_failure_notes,mof_name,crystal_code,metal_1,metal_1_abbr,metal_1_amount_text,metal_1_amount_value,metal_1_amount_unit,metal_2,metal_2_abbr,metal_2_amount_text,metal_2_amount_value,metal_2_amount_unit,metal_3,metal_3_abbr,metal_3_amount_text,metal_3_amount_value,metal_3_amount_unit,linker_1,linker_1_abbr,linker_1_amount_text,linker_1_amount_value,linker_1_amount_unit,linker_2,linker_2_abbr,linker_2_amount_text,linker_2_amount_value,linker_2_amount_unit,linker_3,linker_3_abbr,linker_3_amount_text,linker_3_amount_value,linker_3_amount_unit,modulator_1,modulator_1_abbr,modulator_1_amount_text,modulator_1_amount_value,modulator_1_amount_unit,modulator_2,modulator_2_abbr,modulator_2_amount_text,modulator_2_amount_value,modulator_2_amount_unit,solvent_main,solvent_main_abbr,solvent_main_amount_text,solvent_main_ml,solvent_secondary,solvent_secondary_abbr,solvent_secondary_amount_text,solvent_secondary_ml,temperature_c,temperature_c_text,time_h,time_text,vessel_type,stirring,washing_solvent,washing_cycles,activation_text,activation_temp_c,activation_time_h,crystal_morphology,yield_percent,crystal_size,topology_code,metal_cluster_connectivity,unit_cell_short,pore_diameter_A,BET_surface_area_m2g,air_stable,water_stable,tga_decomposition_temp_c,applications,reference,status,error
10.1039/d2ce00553k,downloaded\10.1039_d2ce00553k.pdf,SI downloaded\10.1039_d2ce00553k_SI.pdf,mof_json_store\10.1039_d2ce00553k\raw_output.json,mof_json_store\10.1039_d2ce00553k\synthesis_001.json,no,,Co-MOF 1,1894981,TbCl3·6H2O,,"29.1 mg, 0.1 mmol",0.1,mmol,nan,,,,,nan,,,,,"2,4,6-tri(2,4-dicarboxyphenyl)pyridine",H6tdp,"31.9 mg, 0.12 mmol",0.12,mmol,,,,,,,,,,,nitric acid,HNO3,0.3 mL (18 mol L−1),,,,,,,,"N,N-dimethylacetamide",DMA,3 mL,3.0,,,,,110.0,110 °C,48.0,2 days,25 mL Teflon-lined stainless steel autoclave,stirred 30 min then static,DMA,,"MeOH–LiNO3 solvent exchange, then 110 °C under vacuum for 10 h",110.0,10.0,purple block crystals,88.0,,fnb,Co2(COO)3 binuclear SBU (5-connected),"a=48.277(9), b=48.277(9), c=13.116(3), α=90, β=90, γ=120, R3¯m",11.79,1620.64,not_reported,not_reported,,acetylene_separation;CO2_capture,10.1039/d2ce00553k,ok,
10.1039/d2ce00553k,downloaded\10.1039_d2ce00553k.pdf,SI downloaded\10.1039_d2ce00553k_SI.pdf,mof_json_store\10.1039_d2ce00553k\raw_output.json,mof_json_store\10.1039_d2ce00553k\synthesis_002.json,no,,Co-MOF 2,1895055,TbCl3·6H2O,,"29.1 mg, 0.1 mmol",0.1,mmol,nan,,,,,nan,,,,,"2,4,6-tri(2,4-dicarboxyphenyl)pyridine",H6tdp,"31.9 mg, 0.12 mmol",0.12,mmol,,,,,,,,,,,nitric acid,HNO3,0.3 mL (1.8 mol L−1),,,,,,,,"N,N-dimethylacetamide",DMA,8 mL,8.0,water (deionized),H2O,2 mL,2.0,120.0,120 °C,48.0,2 days,25 mL Teflon-lined stainless steel autoclave,stirred 30 min then static,DMA,,"MeOH–LiNO3 solvent exchange, then 90 °C under vacuum for 10 h",90.0,10.0,purple block crystals,75.0,,,Co7(μ3-OH)4 8-connected cluster,"a=31.747(3), b=13.0267(11), c=26.875(2), α=90, β=113.6700(10), γ=90, C12/c1",4.2,415.9,not_reported,not_reported,,acetylene_separation;CO2_capture,10.1039/d2ce00553k,ok,
10.1039/c5ce00378d,downloaded\10.1039_c5ce00378d.pdf,SI downloaded\10.1039_c5ce00378d_SI.pdf,mof_json_store\10.1039_c5ce00378d\raw_output.json,mof_json_store\10.1039_c5ce00378d\synthesis_001.json,no,,,987561,TbCl3·6H2O,,"0.06 g, 0.2 mmol",0.2,mmol,nan,,,,,nan,,,,,"pyridine-2,3-dicarboxylic acid","2,3-H2Pydc","0.03 g, 0.2 mmol",0.2,mmol,"4,4'-bipyridine",bpy,"0.03 g, 0.2 mmol",0.2,mmol,,,,,,,,,,,,,,,,water,H2O,5 mL,5.0,ethanol,EtOH,5 mL,5.0,80.0,80 °C,72.0,3 days,25 mL Teflon-lined stainless-steel autoclave,static,,,,,,colorless block-shaped crystals,27.0,,,,,,,,,314.0,luminescence,10.1039/c5ce00378d,ok,
10.1039/c5ce00378d,downloaded\10.1039_c5ce00378d.pdf,SI downloaded\10.1039_c5ce00378d_SI.pdf,mof_json_store\10.1039_c5ce00378d\raw_output.json,mof_json_store\10.1039_c5ce00378d\synthesis_002.json,no,,,1050812,CuI,,"0.06 g, 0.2 mmol",0.2,mmol,nan,,,,,nan,,,,,"pyridine-2,3-dicarboxylic acid","2,3-H2Pydc","0.03 g, 0.2 mmol",0.2,mmol,"4,4'-bipyridine",bpy,"0.03 g, 0.2 mmol",0.2,mmol,,,,,,,,,,,,,,,,water,H2O,5 mL,5.0,ethanol,EtOH,5 mL,5.0,80.0,80 °C,72.0,3 days,25 mL Teflon-lined stainless-steel autoclave,static,,,,,,light yellow plate-like crystals,38.0,,,,,,,,,,luminescence,10.1039/c5ce00378d,ok,
10.1039/c5ce00378d,downloaded\10.1039_c5ce00378d.pdf,SI downloaded\10.1039_c5ce00378d_SI.pdf,mof_json_store\10.1039_c5ce00378d\raw_output.json,mof_json_store\10.1039_c5ce00378d\synthesis_003.json,no,,,987562,CuBr,,"0.06 g, 0.2 mmol",0.2,mmol,nan,,,,,nan,,,,,"pyridine-2,3-dicarboxylic acid","2,3-H2Pydc","0.03 g, 0.2 mmol",0.2,mmol,"4,4'-bipyridine",bpy,"0.03 g, 0.2 mmol",0.2,mmol,,,,,,,,,,,,,,,,water,H2O,5 mL,5.0,ethanol,EtOH,5 mL,5.0,120.0,120 °C,72.0,3 days,25 mL Teflon-lined stainless-steel autoclave,static,,,110 °C under vacuum (prior to gas sorption),110.0,,colorless block-shaped crystals,45.0,,,,"a=15.5653, b=15.3856, c=14.8364 Å, β=109.725°, P21/c",,,,,375.0,luminescence;hydrogen_storage,10.1039/c5ce00378d,ok,
10.1039/c5ce00378d,downloaded\10.1039_c5ce00378d.pdf,SI downloaded\10.1039_c5ce00378d_SI.pdf,mof_json_store\10.1039_c5ce00378d\raw_output.json,mof_json_store\10.1039_c5ce00378d\synthesis_004.json,no,,,,Cu(CN),,"0.06 g, 0.2 mmol",0.2,mmol,nan,,,,,nan,,,,,"pyridine-2,3-dicarboxylic acid","2,3-H2Pydc","0.03 g, 0.2 mmol",0.2,mmol,"4,4'-bipyridine",bpy,"0.03 g, 0.2 mmol",0.2,mmol,,,,,,,,,,,,,,,,water,H2O,5 mL,5.0,ethanol,EtOH,5 mL,5.0,170.0,170 °C,72.0,3 days,25 mL Teflon-lined stainless-steel autoclave,static,,,,,,yellow block-shaped crystals,34.0,,,dinuclear Cd(II) 10-connected node,,,,,,400.0,,10.1039/c5ce00378d,ok,
10.1039/c5ce00378d,downloaded\10.1039_c5ce00378d.pdf,SI downloaded\10.1039_c5ce00378d_SI.pdf,mof_json_store\10.1039_c5ce00378d\raw_output.json,mof_json_store\10.1039_c5ce00378d\synthesis_005.json,no,,,987563,CuBr,,"0.06 g, 0.2 mmol",0.2,mmol,nan,,,,,nan,,,,,"pyridine-2,3-dicarboxylic acid","2,3-H2Pydc","0.03 g, 0.2 mmol",0.2,mmol,"4,4'-bipyridine",bpy,"0.03 g, 0.2 mmol",0.2,mmol,,,,,,,,,,,,,,,,water,H2O,5 mL,5.0,ethanol,EtOH,5 mL,5.0,170.0,170 °C,72.0,3 days,25 mL Teflon-lined stainless-steel autoclave,static,,,,,,light yellow prismatic crystals,31.0,,,,,,,,,346.0,luminescence,10.1039/c5ce00378d,ok,
10.1039/d4ra03539a,downloaded\10.1039_d4ra03539a.pdf,,mof_json_store\10.1039_d4ra03539a\raw_output.json,mof_json_store\10.1039_d4ra03539a\synthesis_001.json,no,,Zn-BTC,,CuI,,2 g,10.5014,mmol,nan,,,,,nan,,,,,"benzene-1,3,5-tricarboxylic acid",H3BTC,2 g,2.0,g,,,,,,,,,,,triethylamine,TEA,0.6 mL,0.6,mL,,,,,,"N,N-dimethylformamide",DMF,50 mL,50.0,,,,,85.0,358 K,24.0,24 h,hydrothermal kettle,static,"DMF, MeOH",DMF 2×; MeOH 4×,dried at 363 K for 12 h,90.0,12.0,lamellar aggregated,,~1.0 mm average diameter,,,,,14.06,not_reported,not_reported,327.0,CO2_capture,10.1039/d4ra03539a,ok,
10.1039/d4ra03539a,downloaded\10.1039_d4ra03539a.pdf,,mof_json_store\10.1039_d4ra03539a\raw_output.json,mof_json_store\10.1039_d4ra03539a\synthesis_002.json,no,,Cu-BTC,,Cu(CN),,2.6 g,29.0296,mmol,nan,,,,,nan,,,,,"benzene-1,3,5-tricarboxylic acid",H3BTC,2 g,2.0,g,,,,,,,,,,,triethylamine,TEA,0.8 mL,0.8,mL,,,,,,"N,N-dimethylformamide",DMF,50 mL,50.0,,,,,85.0,358 K,24.0,24 h,hydrothermal kettle,static,"DMF, MeOH",DMF 2×; MeOH 4×,dried at 363 K for 12 h,90.0,12.0,circular or elliptical lamellae,,~0.25–0.5 mm diameter,,,,,1282.51,not_reported,not_reported,277.0,CO2_capture,10.1039/d4ra03539a,ok,
10.1039/d4ra03539a,downloaded\10.1039_d4ra03539a.pdf,,mof_json_store\10.1039_d4ra03539a\raw_output.json,mof_json_store\10.1039_d4ra03539a\synthesis_003.json,no,,Zn/Cu-BTC,,Cu(CN),,2.4 g,26.7966,mmol,nan,,1.2 g,1.2,g,nan,,,,,"benzene-1,3,5-tricarboxylic acid",H3BTC,2 g,2.0,g,,,,,,,,,,,triethylamine,TEA,1.2 mL,1.2,mL,,,,,,"N,N-dimethylformamide",DMF,"32 mL (from 64 mL total, DMF:MeOH:H2O = 2:1:1 v/v)",32.0,methanol,MeOH,"16 mL (from 64 mL total, DMF:MeOH:H2O = 2:1:1 v/v)",16.0,85.0,358 K,24.0,24 h,hydrothermal kettle,static,"DMF, MeOH",DMF 2×; MeOH 4×,dried at 363 K for 12 h,90.0,12.0,micrometer-sized ortho-octahedral particles,,~1.5 mm particles,,,,,767.24,not_reported,not_reported,297.0,CO2_capture;CO2/N2_selectivity,10.1039/d4ra03539a,ok,
10.1021/cg301224z,downloaded\10.1021_cg301224z.pdf,SI downloaded\10.1021_cg301224z_SI.pdf,mof_json_store\10.1021_cg301224z\raw_output.json,mof_json_store\10.1021_cg301224z\synthesis_001.json,yes,"Varying temperature and water gave mixed phases; less water produced an air-unstable new phase; pure 4 at 85 °C, 5 at 105 °C.",,,CuI,,"10 mg, 0.034 mmol",0.034,mmol,nan,,,,,nan,,,,,isophthalic acid,H4EBDC,"4 mg, 0.011 mmol",0.011,mmol,"4,4'-bipyridine",bipy,"5 mg, 0.032 mmol",0.032,mmol,,,,,,nitric acid,HNO3,"0.2 mL, 2.7 M in DMF",0.54,mmol,,,,,,"N,N-dimethylformamide",DMF,1 mL,1.0,ethanol,EtOH,0.5 mL,0.5,85.0,85 °C,20.0,20 h,20 mL vial,,,,"Solvent-exchanged, then dried at 373 K under vacuum for >12 h",100.0,12.0,"colorless, block-shaped crystals",76.0,,FSC,Zn2 6-connected SBU,,,,not_reported,not_reported,,,10.1021/cg301224z,ok,
10.1021/cg301224z,downloaded\10.1021_cg301224z.pdf,SI downloaded\10.1021_cg301224z_SI.pdf,mof_json_store\10.1021_cg301224z\raw_output.json,mof_json_store\10.1021_cg301224z\synthesis_002.json,yes,"Varying temperature and water gave mixed phases; less water produced an air-unstable new phase; pure 4 at 85 °C, 5 at 105 °C.",,,Fe(BF4)2·6H2O,,"10 mg, 0.034 mmol",0.034,mmol,K[Au(CN)2,,,,,nan,,,,,isophthalic acid,H4EBDC,"4 mg, 0.011 mmol",0.011,mmol,,,,,,,,,,,"1,4-diazabicyclo[2.2.2]octane (Dabco) solution",Dabco,"0.05 mL, 0.4 M in DMF",0.02,mmol,nitric acid,HNO3,"0.1 mL, 2.7 M in DMF",0.27,mmol,"N,N-dimethylformamide",DMF,1 mL,1.0,acetonitrile,CH3CN,1.0 mL,1.0,85.0,85 °C,20.0,20 h,20 mL vial,,,,"Solvent-exchanged, then dried at 373 K under vacuum for >12 h",100.0,12.0,"colorless, block-shaped crystals",55.0,,NbO,Zn2(CO2)4 paddlewheel 4-connected,,8.5,1363.0,not_reported,not_reported,,CO2_capture,10.1021/cg301224z,ok,
10.1021/cg301224z,downloaded\10.1021_cg301224z.pdf,SI downloaded\10.1021_cg301224z_SI.pdf,mof_json_store\10.1021_cg301224z\raw_output.json,mof_json_store\10.1021_cg301224z\synthesis_003.json,yes,"Varying temperature and water gave mixed phases; less water produced an air-unstable new phase; pure 4 at 85 °C, 5 at 105 °C.",,,ZrCl4),,"10 mg, 0.032 mmol",0.032,mmol,nan,,,,,nan,,,,,isophthalic acid,H4EBDC,"4 mg, 0.011 mmol",0.011,mmol,,,,,,,,,,,nitric acid,HNO3,"0.1 mL, 2.7 M in DMF",0.27,mmol,,,,,,"N,N-dimethylformamide",DMF,1 mL,1.0,water,H2O,1.0 mL,1.0,85.0,85 °C,20.0,20 h,20 mL vial,,,,"Solvent-exchanged, then dried at 373 K under vacuum for >12 h",100.0,12.0,"colorless, block-shaped crystals",67.0,,FLU,Cd3(CO2)8 8-connected SBU,,,,not_reported,not_reported,,CO2_capture,10.1021/cg301224z,ok,
10.1021/cg301224z,downloaded\10.1021_cg301224z.pdf,SI downloaded\10.1021_cg301224z_SI.pdf,mof_json_store\10.1021_cg301224z\raw_output.json,mof_json_store\10.1021_cg301224z\synthesis_004.json,yes,"Varying temperature and water gave mixed phases; less water produced an air-unstable new phase; pure 4 at 85 °C, 5 at 105 °C.",,,ZrCl4),,"10 mg, 0.034 mmol",0.034,mmol,nan,,,,,nan,,,,,isophthalic acid,H4EBDC,"10 mg, 0.026 mmol",0.026,mmol,,,,,,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,1 mL,1.0,water,H2O,0.5 mL,0.5,85.0,85 °C,20.0,20 h,20 mL vial,,,,,,,"colorless, block-shaped crystals",63.0,,PtS,Mn(CO2)4 tetrahedral monometal node,,,,not_reported,not_reported,,,10.1021/cg301224z,ok,
10.1021/cg301224z,downloaded\10.1021_cg301224z.pdf,SI downloaded\10.1021_cg301224z_SI.pdf,mof_json_store\10.1021_cg301224z\raw_output.json,mof_json_store\10.1021_cg301224z\synthesis_005.json,yes,"Varying temperature and water gave mixed phases; less water produced an air-unstable new phase; pure 4 at 85 °C, 5 at 105 °C.",,,ZrCl4),,"10 mg, 0.034 mmol",0.034,mmol,nan,,,,,nan,,,,,isophthalic acid,H4EBDC,"10 mg, 0.026 mmol",0.026,mmol,,,,,,,,,,,nitric acid,HNO3,"0.2 mL, 2.7 M in DMF",0.54,mmol,,,,,,"N,N-dimethylformamide",DMF,1 mL,1.0,water,H2O,0.5 mL,0.5,105.0,105 °C,20.0,20 h,20 mL vial,,,,,,,"colorless, block-shaped crystals",47.0,,KGD,Mn3 cluster 6-connected,,,,not_reported,not_reported,,,10.1021/cg301224z,ok,
10.1021/cg301224z,downloaded\10.1021_cg301224z.pdf,SI downloaded\10.1021_cg301224z_SI.pdf,mof_json_store\10.1021_cg301224z\raw_output.json,mof_json_store\10.1021_cg301224z\synthesis_006.json,yes,"Varying temperature and water gave mixed phases; less water produced an air-unstable new phase; pure 4 at 85 °C, 5 at 105 °C.",,,ZrCl4),,"10 mg, 0.034 mmol",0.034,mmol,nan,,,,,nan,,,,,isophthalic acid,H4EBDC,"5 mg, 0.013 mmol",0.013,mmol,,,,,,,,,,,nitric acid,HNO3,"0.1 mL, 2.7 M in DMF",0.27,mmol,,,,,,"N,N-dimethylformamide",DMF,1 mL,1.0,water,H2O,0.25 mL,0.25,85.0,85 °C,20.0,20 h,20 mL vial,,,,,,,"colorless, block-shaped crystals",43.0,,PtS-X,oxo-bridged Mn–carboxylate rod (1D chain),,10.4,,not_reported,not_reported,,,10.1021/cg301224z,ok,
10.1039/d2nj00225f,downloaded\10.1039_d2nj00225f.pdf,SI downloaded\10.1039_d2nj00225f_SI.pdf,mof_json_store\10.1039_d2nj00225f\raw_output.json,mof_json_store\10.1039_d2nj00225f\synthesis_001.json,no,,UiO-67-BPY,,ZrCl4),ZrCl4,212 mg,212.0,mg,nan,,,,,nan,,,,,"2,2′-bipyridine-5,5′-dicarboxylic acid",bpydc,220 mg,220.0,mg,,,,,,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,,,,,,,120.0,120 °C,24.0,24 h,Teflon-lined stainless autoclave (100 mL),,,,,,,"octahedral crystals, ~200 nm",,about 200 nm,,,,,1742.0,not_reported,not_reported,,,10.1039/d2nj00225f,ok,
10.1039/c9dt03489g,downloaded\10.1039_c9dt03489g.pdf,SI downloaded\10.1039_c9dt03489g_SI.pdf,mof_json_store\10.1039_c9dt03489g\raw_output.json,mof_json_store\10.1039_c9dt03489g\synthesis_001.json,yes,Longer reaction times did not yield the pure product.,Al-MIL-53-FcDC,1922329,Cr(NO3)3·9H2O,,"27.3 mg, 0.0412 mmol",0.0412,mmol,nan,,,,,nan,,,,,"1,1′-ferrocenedicarboxylic acid",H2FcDC,"11.3 mg, 0.0412 mmol",0.0412,mmol,,,,,,,,,,,acetic acid,,10 µL (0.175 mmol),0.175,mmol,,,,,,"N,N-dimethylformamide",DMF,300 µL,0.3,water,H2O,300 µL,0.3,95.0,95 °C,1.5,90 min,"Duran glass reactor (4 mL), sealed, aluminium block",stirred,"DMF, H2O (1:1)",,MeOH solvent exchange 36 h at RT; then 150 °C under vacuum for 16 h,150.0,16.0,light brown powder; fine powder (blocks also observed),32.5,,,chains of corner-sharing AlO6 octahedra (μ2-OH bridged),"a=6.6261(5) Å, b=10.620(2) Å, c=10.642(2) Å, α=79.896(13)°, β=71.512(13)°, γ=71.851(16)°, P-1",3.1,340.0,not_reported,yes,,electrochemistry,10.1039/c9dt03489g,ok,
10.1039/c4ra16180g,downloaded\10.1039_c4ra16180g.pdf,SI downloaded\10.1039_c4ra16180g_SI.pdf,mof_json_store\10.1039_c4ra16180g\raw_output.json,mof_json_store\10.1039_c4ra16180g\synthesis_001.json,no,,IRMOF-3,,Cu(NO3)2·3H2O,,"6.81 g, 22.9 mmol",22.9,mmol,nan,,,,,nan,,,,,2-aminoterephthalic acid,H2ATA,"1.50 g, 8.30 mmol",,,,,,,,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,200 mL,200.0,,,,,100.0,100 °C,18.0,18 h,scintillation vials,stirred 30 min at RT before heating,"DMF, DCM",3× 12 mL for 3 days per solvent,160 °C under vacuum for 6 h,160.0,6.0,pale yellow cubic crystals,60.0,,,Zn4O cluster,,,,not_reported,not_reported,350.0,Claisen–Schmidt,10.1039/c4ra16180g,ok,
10.1039/d0dt02270e,downloaded\10.1039_d0dt02270e.pdf,SI downloaded\10.1039_d0dt02270e_SI.pdf,mof_json_store\10.1039_d0dt02270e\raw_output.json,mof_json_store\10.1039_d0dt02270e\synthesis_001.json,no,,NTOU-2S,1990629,Cu(NO3)2·3H2O,,1.5 mmol,1.5,mmol,nan,,,,,nan,,,,,"2,5-thiophenedicarboxylic acid",TPDC,1 mmol,1.0,mmol,,,,,,,,,,,phosphorous acid (85%),,2.5 mmol (85%),2.5,mmol,"1,12-diaminododecane",DIA,2 mmol,2.0,mmol,water,H2O,7 mL,7.0,"N,N-dimethylformamide",DMF,2 mL,2.0,150.0,150 °C,48.0,two days,Teflon-lined 23 mL autoclave,static,,,,,,light-yellow block crystals,76.0,0.15 × 0.11 × 0.05 mm,,ZnO4/HPO3 corner-shared tubes,"a=19.5786(9), b=29.029(1), c=9.9053(4) Å, orthorhombic Pccn",,,yes,yes,300.0,mercury_removal;heavy_metal_removal,10.1039/d0dt02270e,ok,
10.1039/d2cc06945h,downloaded\10.1039_d2cc06945h.pdf,SI downloaded\10.1039_d2cc06945h_SI.pdf,mof_json_store\10.1039_d2cc06945h\raw_output.json,mof_json_store\10.1039_d2cc06945h\synthesis_001.json,no,,Zr-TCPCo,2222381,CuI,,26 mg,0.136519,mmol,Th(NO3)4,,,,,nan,,,,,tetracarboxylate cobaloxime complex,H4TCPCo,30 mg,30.0,mg,,,,,,,,,,,acetic acid,HOAc,2 mL (ca. 100 equiv relative to H4TCPCo),2.0,mL,,,,,,"N,N-dimethylformamide",DMF,0.5 mL,0.5,,,,,120.0,120 °C,24.0,24 h,glass vial (20 mL),static,"DMF, acetone",solvent exchange 6 days,120 °C under vacuum for 24 h,120.0,24.0,yellow-orange truncated cubiform crystals,,0.1 × 0.15 × 0.2 mm,she,"Zr6 cluster, 6-connected SBU (acetate-capped)","a=35.2672(2) Å, Pm-3m",,1061.0,yes,yes,250.0,photocatalysis,10.1039/d2cc06945h,ok,
10.1039/c9me00062c,downloaded\10.1039_c9me00062c.pdf,SI downloaded\10.1039_c9me00062c_SI.pdf,mof_json_store\10.1039_c9me00062c\raw_output.json,mof_json_store\10.1039_c9me00062c\synthesis_001.json,yes,"Other modulators (L-proline, acetic/formic/benzoic acid) and Zr6 methacrylate exchange gave amorphous products.",[Zr6O4(OH)4(TzTz)6]·4(DMF),1883540,Cu(NO3)2·3H2O,ZrCl4,0.091 g (0.39 mmol),0.39,mmol,nan,,,,,nan,,,,,"[2,2′-bithiazole]-5,5′-dicarboxylic acid",H2TzTz,0.100 g (0.39 mmol),0.1,g,,,,,,,,,,,hydrochloric acid (aq),HCl,"12 M, 0.5 mL",,,,,,,,"N,N-dimethylformamide",DMF,5 mL then 10 mL (total 15 mL),15.0,,,,,85.0,358 K,24.0,24 h,Teflon-lined stainless steel autoclave,,"EtOH, petroleum ether; acetone (hot)",EtOH 4×10 mL; petroleum ether 4×10 mL; acetone 3×15 mL,353 K under high vacuum (10−6 Torr) for 12 h,80.0,12.0,microcrystalline yellow powder,82.5,,fcu,Zr6O4(OH)4 12-connected SBU,"a=25.3505(8) Å, V=16291.4(9) Å3, cubic, Pn-3",,840.0,yes,not_reported,400.0,CO2_capture;catalysis,10.1039/c9me00062c,ok,
10.1039/c7qi00289k,downloaded\10.1039_c7qi00289k.pdf,SI downloaded\10.1039_c7qi00289k_SI.pdf,mof_json_store\10.1039_c7qi00289k\raw_output.json,mof_json_store\10.1039_c7qi00289k\synthesis_001.json,yes,"""After many trials"" before successful MOF synthesis",ZJNU-62,1551676,Cu(NO3)2·3H2O,,"10.0 mg, 30.2 μmol",0.0302,mmol,nan,,,,,nan,,,,,hexakis(4-carboxyl-3-methoxyphenoxy)cyclotriphosphazene,H6L,"5.0 mg, 4.4 μmol",4.4,μmol,,,,,,,,,,,sodium hydroxide (3 mol L−1 aqueous),,"3 mol L−1, 5 μL",15.0,μmol,,,,,,"N,N-dimethylacetamide",DMA,1.5 mL,1.5,water,H2O,0.5 mL,0.5,140.0,413 K,72.0,72 h,25 mL Teflon-lined stainless steel autoclave,static,DMA,,"Guest-exchanged with dry acetone then dichloromethane, followed by evacuation under dynamic vacuum at room temperature until degas rate reached 2 μmHg min−1.",,,colorless block-shaped crystals,45.0,0.14 × 0.10 × 0.10 mm,,"nonanuclear Pb9 cluster, 12-connected SBU","a=31.5688(7) Å, b=30.9664(6) Å, c=22.7830(4) Å, β=98.981(2)°, C2/c",5.9,410.0,not_reported,not_reported,285.0,natural_gas_purification;acetylene_separation;CO2/CH4_separation,10.1039/c7qi00289k,ok,
10.1039/c6ce00497k,downloaded\10.1039_c6ce00497k.pdf,SI downloaded\10.1039_c6ce00497k_SI.pdf,mof_json_store\10.1039_c6ce00497k\raw_output.json,mof_json_store\10.1039_c6ce00497k\synthesis_001.json,yes,"Omission of thiophene-2,5-dicarboxylate led to materials unsuitable for single-crystal XRD.",ZJNU-61(Ho),1471569,K2(CO3),,"5.0 mg, 11.21 μmol",0.01121,mmol,nan,,,,,nan,,,,,hexakis(4-carboxylatephenoxy)cyclotriphosphazene,H6L,"5.0 mg, 5.22 μmol",5.0,mg,,,,,,,,,,,"thiophene-2,5-dicarboxylic acid",,"1.0 mg, 5.81 μmol",1.0,mg,HCl (6 M),,45 μL of 6 M HCl,,,"N,N-dimethylacetamide",DMA,1.0 mL,1.0,water,H2O,0.5 mL,0.5,120.0,393 K,72.0,heated to 393 K in 4 h; held 3 days; cooled to 308 K in 3 days,Teflon-lined autoclave,static,DMA,,solvent-exchanged with dry acetone and evacuated under dynamic vacuum at 333 K until the degassing rate reached 3 μmHg min−1,60.0,,colourless strip-shaped crystals,54.0,0.280 × 0.250 × 0.100 mm,,Ho-carboxylate rod SBU; {Ho4} 7-connected cluster,"a=15.8769(5) Å, b=23.5103(8) Å, c=23.1577(8) Å, β=101.226(2)°, P21",10.0,1059.0,not_reported,not_reported,460.0,acetylene_separation,10.1039/c6ce00497k,ok,
10.1039/c7dt04087c,downloaded\10.1039_c7dt04087c.pdf,SI downloaded\10.1039_c7dt04087c_SI.pdf,mof_json_store\10.1039_c7dt04087c\raw_output.json,mof_json_store\10.1039_c7dt04087c\synthesis_002.json,no,,ZJNU-78,1582890,Zn(NO3)2·6H2O,,"15.0 mg, 62.1 μmol",0.0621,mmol,nan,,,,,nan,,,,,"5,5′-(naphthyl-2,7-yl)diisophthalate",H4L,"5.0 mg, 11.0 μmol",5.0,mg,,,,,,,,,,,HBF4 (48% aqueous),,"48% HBF4, 0.42 mL",,,,,,,,"N,N-dimethylformamide",DMF,1.5 mL,1.5,,,,,90.0,363 K,96.0,96 h,20 mL scintillation vial,static,"acetone, dichloromethane",multiple guest exchange,Evacuated at 373 K under dynamic vacuum,100.0,,blue crystals,53.0,0.23 × 0.18 × 0.12 mm,,Cu2(COO)4 paddlewheel SBU,"a=b=28.36750(10) Å, c=28.6376(2) Å, P42/mnm",,1311.0,not_reported,not_reported,,acetylene separation;CO2_capture,10.1039/c7dt04087c,ok,
10.1039/d1nj05333g,downloaded\10.1039_d1nj05333g.pdf,SI downloaded\10.1039_d1nj05333g_SI.pdf,mof_json_store\10.1039_d1nj05333g\raw_output.json,mof_json_store\10.1039_d1nj05333g\synthesis_001.json,yes,T ≤ 100 °C: no MOF or amorphous; T ≥ 165 °C: structural order lost; t < 20 h: no V-MOF-10.,V-MOF-10,,Zn(NO3)2·6H2O,VCl3,"0.15 g, 0.952 mmol",0.952,mmol,nan,,,,,nan,,,,,4-tetracarboxyphenylporphyrin,H6TCPP,"0.34 g, 0.430 mmol",0.43,mmol,,,,,,,,,,,acetic acid,,150 µL,150.0,µL,,,,,,"N,N-dimethylformamide",DMF,50 mL,50.0,,,,,150.0,150 °C,24.0,24 h,100 mL glass bottle,,"DMF, MeOH, acetone",DMF 3×10 mL per day for 3 days; MeOH 2×10 mL per day for 2 days; acetone 2×10 mL per day for 2 days,100 °C under vacuum for 24 h,100.0,24.0,dark red-brown powder; plate-shaped aggregates,,,,infinite {V(μ-OH)O4}N chains,"a=32.9288(4), b=6.8495(7), c=16.5912(1) Å, Cmmm",,1477.0,not_reported,no,300.0,photocatalysis;dye_degradation,10.1039/d1nj05333g,ok,
